etngrp_src,geslacht_src,lft_src,etngrp_dst,geslacht_dst,lft_dst,n
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[50,60)",8330
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[60,70)",4580
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[70,80)",2060
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[80,120]",360
Autochtoon,Man,"[40,50)",Surinaams,Man,"[0,20)",2060
Autochtoon,Man,"[40,50)",Surinaams,Man,"[20,30)",1470
Autochtoon,Man,"[40,50)",Surinaams,Man,"[30,40)",1770
Autochtoon,Man,"[40,50)",Surinaams,Man,"[40,50)",1770
Autochtoon,Man,"[40,50)",Surinaams,Man,"[50,60)",2680
Autochtoon,Man,"[40,50)",Surinaams,Man,"[60,70)",1050
Autochtoon,Man,"[40,50)",Surinaams,Man,"[70,80)",140
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[0,20)",2320
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[20,30)",1520
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[30,40)",1900
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[40,50)",1890
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[50,60)",2010
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[60,70)",1500
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[70,80)",200
Autochtoon,Man,"[40,50)",Turks,Man,"[0,20)",2170
Autochtoon,Man,"[40,50)",Turks,Man,"[20,30)",1250
Autochtoon,Man,"[40,50)",Turks,Man,"[30,40)",1540
Autochtoon,Man,"[40,50)",Turks,Man,"[40,50)",1470
Autochtoon,Man,"[40,50)",Turks,Man,"[50,60)",840
Autochtoon,Man,"[40,50)",Turks,Man,"[60,70)",260
Autochtoon,Man,"[40,50)",Turks,Man,"[70,80)",40
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[0,20)",1870
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[20,30)",1120
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[30,40)",1390
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[40,50)",1160
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[50,60)",660
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[60,70)",210
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[70,80)",90
