geslacht_src,lft_src,etngrp_src,geslacht_dst,lft_dst,etngrp_dst,n
Man,"[0,20)",Overig,Vrouw,"[0,20)",Overig,13960
Man,"[0,20)",Overig,Vrouw,"[0,20)",Surinaams,50
Man,"[0,20)",Overig,Vrouw,"[0,20)",Turks,20
Man,"[0,20)",Overig,Vrouw,"[20,30)",Autochtoon,120
Man,"[0,20)",Overig,Vrouw,"[20,30)",Marokkaans,50
Man,"[0,20)",Overig,Vrouw,"[20,30)",Overig,4400
Man,"[0,20)",Overig,Vrouw,"[20,30)",Surinaams,60
Man,"[0,20)",Overig,Vrouw,"[30,40)",Autochtoon,1240
Man,"[0,20)",Overig,Vrouw,"[30,40)",Marokkaans,90
Man,"[0,20)",Overig,Vrouw,"[30,40)",Overig,9620
Man,"[0,20)",Overig,Vrouw,"[30,40)",Surinaams,160
Man,"[0,20)",Overig,Vrouw,"[30,40)",Turks,50
Man,"[0,20)",Overig,Vrouw,"[40,50)",Autochtoon,1690
Man,"[0,20)",Overig,Vrouw,"[40,50)",Marokkaans,50
Man,"[0,20)",Overig,Vrouw,"[40,50)",Overig,12740
Man,"[0,20)",Overig,Vrouw,"[40,50)",Surinaams,100
Man,"[0,20)",Overig,Vrouw,"[40,50)",Turks,10
Man,"[0,20)",Overig,Vrouw,"[50,60)",Autochtoon,15690
Man,"[0,20)",Overig,Vrouw,"[50,60)",Overig,53040
Man,"[0,20)",Overig,Vrouw,"[50,60)",Surinaams,40
Man,"[0,20)",Overig,Vrouw,"[60,70)",Autochtoon,20
Man,"[0,20)",Overig,Vrouw,"[60,70)",Overig,130
Man,"[0,20)",Overig,Vrouw,"[70,80)",Overig,10
Man,"[0,20)",Surinaams,Man,"[0,20)",Autochtoon,160
Man,"[0,20)",Surinaams,Man,"[0,20)",Overig,50
Man,"[0,20)",Surinaams,Man,"[0,20)",Surinaams,2860
Man,"[0,20)",Surinaams,Man,"[20,30)",Autochtoon,20
Man,"[0,20)",Surinaams,Man,"[20,30)",Marokkaans,10
Man,"[0,20)",Surinaams,Man,"[20,30)",Surinaams,650
Man,"[0,20)",Surinaams,Man,"[30,40)",Autochtoon,40
Man,"[0,20)",Surinaams,Man,"[30,40)",Overig,50
Man,"[0,20)",Surinaams,Man,"[30,40)",Surinaams,360
Man,"[0,20)",Surinaams,Man,"[40,50)",Autochtoon,80
Man,"[0,20)",Surinaams,Man,"[40,50)",Overig,80
Man,"[0,20)",Surinaams,Man,"[40,50)",Surinaams,630
Man,"[0,20)",Surinaams,Man,"[50,60)",Autochtoon,70
Man,"[0,20)",Surinaams,Man,"[50,60)",Overig,70
Man,"[0,20)",Surinaams,Man,"[50,60)",Surinaams,510
Man,"[0,20)",Surinaams,Man,"[60,70)",Surinaams,110
Man,"[0,20)",Surinaams,Vrouw,"[0,20)",Autochtoon,190
Man,"[0,20)",Surinaams,Vrouw,"[0,20)",Overig,40
Man,"[0,20)",Surinaams,Vrouw,"[0,20)",Surinaams,2730
Man,"[0,20)",Surinaams,Vrouw,"[20,30)",Autochtoon,30
Man,"[0,20)",Surinaams,Vrouw,"[20,30)",Overig,20
Man,"[0,20)",Surinaams,Vrouw,"[20,30)",Surinaams,710
Man,"[0,20)",Surinaams,Vrouw,"[30,40)",Autochtoon,130
Man,"[0,20)",Surinaams,Vrouw,"[30,40)",Overig,60
Man,"[0,20)",Surinaams,Vrouw,"[30,40)",Surinaams,1430
Man,"[0,20)",Surinaams,Vrouw,"[40,50)",Autochtoon,220
Man,"[0,20)",Surinaams,Vrouw,"[40,50)",Overig,80
Man,"[0,20)",Surinaams,Vrouw,"[40,50)",Surinaams,2110
Man,"[0,20)",Surinaams,Vrouw,"[50,60)",Autochtoon,80
Man,"[0,20)",Surinaams,Vrouw,"[50,60)",Surinaams,890
Man,"[0,20)",Surinaams,Vrouw,"[60,70)",Surinaams,100
Man,"[0,20)",Turks,Man,"[0,20)",Autochtoon,20
Man,"[0,20)",Turks,Man,"[0,20)",Overig,20
Man,"[0,20)",Turks,Man,"[0,20)",Turks,3560
Man,"[0,20)",Turks,Man,"[20,30)",Turks,710
Man,"[0,20)",Turks,Man,"[30,40)",Autochtoon,20
Man,"[0,20)",Turks,Man,"[30,40)",Turks,1640
Man,"[0,20)",Turks,Man,"[40,50)",Autochtoon,190
Man,"[0,20)",Turks,Man,"[40,50)",Overig,10
Man,"[0,20)",Turks,Man,"[40,50)",Turks,1920
Man,"[0,20)",Turks,Man,"[50,60)",Autochtoon,10
Man,"[0,20)",Turks,Man,"[50,60)",Turks,720
Man,"[0,20)",Turks,Man,"[60,70)",Turks,40
Man,"[0,20)",Turks,Vrouw,"[0,20)",Autochtoon,20
Man,"[0,20)",Turks,Vrouw,"[0,20)",Overig,20
Man,"[0,20)",Turks,Vrouw,"[0,20)",Turks,3510
Man,"[0,20)",Turks,Vrouw,"[20,30)",Turks,1310
Man,"[0,20)",Turks,Vrouw,"[30,40)",Overig,10
Man,"[0,20)",Turks,Vrouw,"[30,40)",Turks,2640
Man,"[0,20)",Turks,Vrouw,"[40,50)",Autochtoon,30
Man,"[0,20)",Turks,Vrouw,"[40,50)",Turks,2050
Man,"[0,20)",Turks,Vrouw,"[50,60)",Turks,560
Man,"[0,20)",Turks,Vrouw,"[60,70)",Turks,70
Man,"[20,30)",Autochtoon,Man,"[0,20)",Autochtoon,980
Man,"[20,30)",Autochtoon,Man,"[0,20)",Overig,80
Man,"[20,30)",Autochtoon,Man,"[0,20)",Surinaams,20
Man,"[20,30)",Autochtoon,Man,"[20,30)",Autochtoon,7710
Man,"[20,30)",Autochtoon,Man,"[20,30)",Marokkaans,20
Man,"[20,30)",Autochtoon,Man,"[20,30)",Overig,1130
Man,"[20,30)",Autochtoon,Man,"[20,30)",Surinaams,80
Man,"[20,30)",Autochtoon,Man,"[20,30)",Turks,10
Man,"[20,30)",Autochtoon,Man,"[30,40)",Autochtoon,970
Man,"[20,30)",Autochtoon,Man,"[30,40)",Overig,170
Man,"[20,30)",Autochtoon,Man,"[30,40)",Surinaams,10
Man,"[20,30)",Autochtoon,Man,"[40,50)",Autochtoon,270
Man,"[20,30)",Autochtoon,Man,"[40,50)",Overig,20
Man,"[20,30)",Autochtoon,Man,"[50,60)",Autochtoon,1780
Man,"[20,30)",Autochtoon,Man,"[50,60)",Overig,180
Man,"[20,30)",Autochtoon,Man,"[60,70)",Autochtoon,1430
Man,"[20,30)",Autochtoon,Man,"[60,70)",Overig,100
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Autochtoon,950
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Overig,60
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Surinaams,10
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Autochtoon,10150
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Marokkaans,40
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Overig,5630
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Surinaams,210
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Turks,40
Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",Autochtoon,1460
Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",Overig,410
Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",Surinaams,20
Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",Autochtoon,470
Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",Overig,80
Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",Surinaams,50
Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",Autochtoon,2970
Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",Overig,340
Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",Surinaams,10
Man,"[20,30)",Autochtoon,Vrouw,"[60,70)",Autochtoon,830
Man,"[20,30)",Autochtoon,Vrouw,"[60,70)",Overig,70
Man,"[20,30)",Marokkaans,Man,"[0,20)",Autochtoon,150
Man,"[20,30)",Marokkaans,Man,"[0,20)",Marokkaans,1840
Man,"[20,30)",Marokkaans,Man,"[0,20)",Overig,20
Man,"[20,30)",Marokkaans,Man,"[0,20)",Surinaams,10
Man,"[20,30)",Marokkaans,Man,"[20,30)",Autochtoon,20
Man,"[20,30)",Marokkaans,Man,"[20,30)",Marokkaans,1450
Man,"[20,30)",Marokkaans,Man,"[20,30)",Overig,20
Man,"[20,30)",Marokkaans,Man,"[20,30)",Surinaams,20
Man,"[20,30)",Marokkaans,Man,"[30,40)",Marokkaans,860
Man,"[20,30)",Marokkaans,Man,"[30,40)",Overig,10
Man,"[20,30)",Marokkaans,Man,"[40,50)",Marokkaans,450
Man,"[20,30)",Marokkaans,Man,"[50,60)",Marokkaans,1200
Man,"[20,30)",Marokkaans,Man,"[50,60)",Overig,10
Man,"[20,30)",Marokkaans,Man,"[60,70)",Marokkaans,600
Man,"[20,30)",Marokkaans,Man,"[70,80)",Marokkaans,300
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Autochtoon,150
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Marokkaans,1770
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Overig,40
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Autochtoon,100
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Marokkaans,1990
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Overig,60
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Surinaams,10
Man,"[20,30)",Marokkaans,Vrouw,"[30,40)",Marokkaans,330
Man,"[20,30)",Marokkaans,Vrouw,"[30,40)",Overig,10
Man,"[20,30)",Marokkaans,Vrouw,"[40,50)",Marokkaans,1380
Man,"[20,30)",Marokkaans,Vrouw,"[50,60)",Marokkaans,1250
Man,"[20,30)",Marokkaans,Vrouw,"[60,70)",Marokkaans,480
Man,"[20,30)",Overig,Man,"[0,20)",Autochtoon,140
Man,"[20,30)",Overig,Man,"[0,20)",Overig,1470
Man,"[20,30)",Overig,Man,"[20,30)",Autochtoon,1130
Man,"[20,30)",Overig,Man,"[20,30)",Marokkaans,20
Man,"[20,30)",Overig,Man,"[20,30)",Overig,3140
Man,"[20,30)",Overig,Man,"[20,30)",Surinaams,40
Man,"[20,30)",Overig,Man,"[30,40)",Autochtoon,180
Man,"[20,30)",Overig,Man,"[30,40)",Overig,146080
Man,"[20,30)",Overig,Man,"[40,50)",Autochtoon,50
Man,"[20,30)",Overig,Man,"[40,50)",Overig,200
Man,"[20,30)",Overig,Man,"[50,60)",Autochtoon,260
Man,"[20,30)",Overig,Man,"[50,60)",Overig,900
Man,"[20,30)",Overig,Man,"[60,70)",Autochtoon,130
Man,"[20,30)",Overig,Man,"[60,70)",Overig,590
Man,"[20,30)",Overig,Man,"[70,80)",Overig,20
Man,"[20,30)",Overig,Vrouw,"[0,20)",Autochtoon,90
Man,"[20,30)",Overig,Vrouw,"[0,20)",Overig,1300
Man,"[20,30)",Overig,Vrouw,"[0,20)",Surinaams,10
Man,"[20,30)",Overig,Vrouw,"[20,30)",Autochtoon,3080
Man,"[20,30)",Overig,Vrouw,"[20,30)",Marokkaans,40
Man,"[20,30)",Overig,Vrouw,"[20,30)",Overig,28130
Man,"[20,30)",Overig,Vrouw,"[20,30)",Surinaams,100
Man,"[20,30)",Overig,Vrouw,"[20,30)",Turks,20
Man,"[20,30)",Overig,Vrouw,"[30,40)",Autochtoon,320
Man,"[20,30)",Overig,Vrouw,"[30,40)",Overig,4040
Man,"[20,30)",Overig,Vrouw,"[30,40)",Surinaams,10
Man,"[20,30)",Overig,Vrouw,"[40,50)",Autochtoon,80
Man,"[20,30)",Overig,Vrouw,"[40,50)",Overig,1040
Man,"[20,30)",Overig,Vrouw,"[50,60)",Autochtoon,420
Man,"[20,30)",Overig,Vrouw,"[50,60)",Overig,1950
Man,"[20,30)",Overig,Vrouw,"[60,70)",Autochtoon,160
Man,"[20,30)",Overig,Vrouw,"[60,70)",Overig,990
Man,"[20,30)",Surinaams,Man,"[0,20)",Autochtoon,190
Man,"[20,30)",Surinaams,Man,"[0,20)",Overig,30
Man,"[20,30)",Surinaams,Man,"[0,20)",Surinaams,650
Man,"[20,30)",Surinaams,Man,"[20,30)",Autochtoon,80
Man,"[20,30)",Surinaams,Man,"[20,30)",Marokkaans,20
Man,"[20,30)",Surinaams,Man,"[20,30)",Overig,40
Man,"[20,30)",Surinaams,Man,"[20,30)",Surinaams,830
Man,"[20,30)",Surinaams,Man,"[30,40)",Autochtoon,10
Man,"[20,30)",Surinaams,Man,"[30,40)",Surinaams,250
Man,"[20,30)",Surinaams,Man,"[40,50)",Surinaams,180
Man,"[20,30)",Surinaams,Man,"[50,60)",Autochtoon,40
Man,"[20,30)",Surinaams,Man,"[50,60)",Overig,10
Man,"[20,30)",Surinaams,Man,"[50,60)",Surinaams,550
Man,"[20,30)",Surinaams,Man,"[60,70)",Surinaams,290
Man,"[20,30)",Surinaams,Vrouw,"[0,20)",Autochtoon,170
Man,"[20,30)",Surinaams,Vrouw,"[0,20)",Overig,40
Man,"[20,30)",Surinaams,Vrouw,"[0,20)",Surinaams,640
Man,"[20,30)",Surinaams,Vrouw,"[20,30)",Autochtoon,250
Man,"[20,30)",Surinaams,Vrouw,"[20,30)",Marokkaans,10
Man,"[20,30)",Surinaams,Vrouw,"[20,30)",Overig,140
Man,"[20,30)",Surinaams,Vrouw,"[20,30)",Surinaams,780
Man,"[20,30)",Surinaams,Vrouw,"[30,40)",Autochtoon,20
Man,"[20,30)",Surinaams,Vrouw,"[30,40)",Overig,40
Man,"[20,30)",Surinaams,Vrouw,"[30,40)",Surinaams,190
Man,"[20,30)",Surinaams,Vrouw,"[40,50)",Autochtoon,40
Man,"[20,30)",Surinaams,Vrouw,"[40,50)",Surinaams,590
Man,"[20,30)",Surinaams,Vrouw,"[50,60)",Autochtoon,50
Man,"[20,30)",Surinaams,Vrouw,"[50,60)",Surinaams,1360
Man,"[20,30)",Surinaams,Vrouw,"[60,70)",Surinaams,240
Man,"[20,30)",Turks,Man,"[0,20)",Autochtoon,120
Man,"[20,30)",Turks,Man,"[0,20)",Turks,710
Man,"[20,30)",Turks,Man,"[20,30)",Autochtoon,10
Man,"[20,30)",Turks,Man,"[20,30)",Turks,550
Man,"[20,30)",Turks,Man,"[30,40)",Turks,170
Man,"[20,30)",Turks,Man,"[40,50)",Turks,480
Man,"[20,30)",Turks,Man,"[50,60)",Turks,910
Man,"[20,30)",Turks,Man,"[60,70)",Turks,70
Man,"[20,30)",Turks,Vrouw,"[0,20)",Autochtoon,120
Man,"[20,30)",Turks,Vrouw,"[0,20)",Turks,850
Man,"[20,30)",Turks,Vrouw,"[20,30)",Autochtoon,60
Man,"[20,30)",Turks,Vrouw,"[20,30)",Overig,60
Man,"[20,30)",Turks,Vrouw,"[20,30)",Turks,2120
Man,"[20,30)",Turks,Vrouw,"[30,40)",Turks,190
Man,"[20,30)",Turks,Vrouw,"[40,50)",Turks,920
Man,"[20,30)",Turks,Vrouw,"[50,60)",Turks,790
Man,"[20,30)",Turks,Vrouw,"[60,70)",Turks,40
Man,"[30,40)",Autochtoon,Man,"[0,20)",Autochtoon,5140
Man,"[30,40)",Autochtoon,Man,"[0,20)",Overig,990
Man,"[30,40)",Autochtoon,Man,"[0,20)",Surinaams,40
Man,"[30,40)",Autochtoon,Man,"[0,20)",Turks,20
Man,"[30,40)",Autochtoon,Man,"[20,30)",Autochtoon,970
Man,"[30,40)",Autochtoon,Man,"[20,30)",Overig,180
Man,"[30,40)",Autochtoon,Man,"[20,30)",Surinaams,10
Man,"[30,40)",Autochtoon,Man,"[30,40)",Autochtoon,1550
Man,"[30,40)",Autochtoon,Man,"[30,40)",Overig,480
Man,"[30,40)",Autochtoon,Man,"[30,40)",Surinaams,20
Man,"[30,40)",Autochtoon,Man,"[40,50)",Autochtoon,250
Man,"[30,40)",Autochtoon,Man,"[40,50)",Overig,110
Man,"[30,40)",Autochtoon,Man,"[50,60)",Autochtoon,110
Man,"[30,40)",Autochtoon,Man,"[60,70)",Autochtoon,600
Man,"[30,40)",Autochtoon,Man,"[60,70)",Overig,10
Man,"[30,40)",Autochtoon,Man,"[70,80)",Autochtoon,50
Man,"[30,40)",Autochtoon,Vrouw,"[0,20)",Autochtoon,4720
Man,"[30,40)",Autochtoon,Vrouw,"[0,20)",Overig,1030
Man,"[30,40)",Autochtoon,Vrouw,"[0,20)",Surinaams,20
Man,"[30,40)",Autochtoon,Vrouw,"[0,20)",Turks,20
Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",Autochtoon,6410
Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",Marokkaans,20
Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",Overig,3250
Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",Surinaams,140
Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",Turks,10
Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",Autochtoon,22420
Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",Marokkaans,130
Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",Overig,11050
Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",Surinaams,480
Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",Turks,120
Man,"[30,40)",Autochtoon,Vrouw,"[40,50)",Autochtoon,1370
Man,"[30,40)",Autochtoon,Vrouw,"[40,50)",Overig,1840
Man,"[30,40)",Autochtoon,Vrouw,"[40,50)",Surinaams,20
Man,"[30,40)",Autochtoon,Vrouw,"[50,60)",Autochtoon,380
Man,"[30,40)",Autochtoon,Vrouw,"[50,60)",Overig,40
Man,"[30,40)",Autochtoon,Vrouw,"[60,70)",Autochtoon,890
Man,"[30,40)",Autochtoon,Vrouw,"[60,70)",Overig,40
Man,"[30,40)",Marokkaans,Man,"[0,20)",Autochtoon,760
Man,"[30,40)",Marokkaans,Man,"[0,20)",Marokkaans,1510
Man,"[30,40)",Marokkaans,Man,"[0,20)",Overig,60
Man,"[30,40)",Marokkaans,Man,"[20,30)",Marokkaans,860
Man,"[30,40)",Marokkaans,Man,"[30,40)",Marokkaans,400
Man,"[30,40)",Marokkaans,Man,"[40,50)",Autochtoon,10
Man,"[30,40)",Marokkaans,Man,"[40,50)",Marokkaans,190
Man,"[30,40)",Marokkaans,Man,"[40,50)",Overig,10
Man,"[30,40)",Marokkaans,Man,"[50,60)",Marokkaans,30
Man,"[30,40)",Marokkaans,Man,"[60,70)",Marokkaans,110
Man,"[30,40)",Marokkaans,Man,"[70,80)",Marokkaans,240
Man,"[30,40)",Marokkaans,Vrouw,"[0,20)",Autochtoon,680
Man,"[30,40)",Marokkaans,Vrouw,"[0,20)",Marokkaans,1670
Man,"[30,40)",Marokkaans,Vrouw,"[0,20)",Overig,90
Man,"[30,40)",Marokkaans,Vrouw,"[20,30)",Autochtoon,30
Man,"[30,40)",Marokkaans,Vrouw,"[20,30)",Marokkaans,12740
Man,"[30,40)",Marokkaans,Vrouw,"[20,30)",Overig,80
Man,"[30,40)",Marokkaans,Vrouw,"[30,40)",Autochtoon,190
Man,"[30,40)",Marokkaans,Vrouw,"[30,40)",Marokkaans,5490
Man,"[30,40)",Marokkaans,Vrouw,"[30,40)",Overig,280
Man,"[30,40)",Marokkaans,Vrouw,"[40,50)",Marokkaans,1360
Man,"[30,40)",Marokkaans,Vrouw,"[50,60)",Marokkaans,280
Man,"[30,40)",Marokkaans,Vrouw,"[60,70)",Marokkaans,310
Man,"[30,40)",Marokkaans,Vrouw,"[70,80)",Marokkaans,140
Man,"[30,40)",Overig,Man,"[0,20)",Autochtoon,1050
Man,"[30,40)",Overig,Man,"[0,20)",Marokkaans,10
Man,"[30,40)",Overig,Man,"[0,20)",Overig,5690
Man,"[30,40)",Overig,Man,"[0,20)",Surinaams,50
