etngrp_src,lft_src,etngrp_dst,lft_dst,n
Autochtoon,"[30,40)",Autochtoon,"[60,70)",1980
Autochtoon,"[30,40)",Autochtoon,"[70,80)",80
Autochtoon,"[30,40)",Marokkaans,"[0,20)",160
Autochtoon,"[30,40)",Marokkaans,"[20,30)",20
Autochtoon,"[30,40)",Marokkaans,"[30,40)",320
Autochtoon,"[30,40)",Marokkaans,"[40,50)",40
Autochtoon,"[30,40)",Overig,"[0,20)",4350
Autochtoon,"[30,40)",Overig,"[20,30)",3890
Autochtoon,"[30,40)",Overig,"[30,40)",17920
Autochtoon,"[30,40)",Overig,"[40,50)",6740
Autochtoon,"[30,40)",Overig,"[50,60)",160
Autochtoon,"[30,40)",Overig,"[60,70)",50
Autochtoon,"[30,40)",Surinaams,"[0,20)",320
Autochtoon,"[30,40)",Surinaams,"[20,30)",170
Autochtoon,"[30,40)",Surinaams,"[30,40)",950
Autochtoon,"[30,40)",Surinaams,"[40,50)",190
Autochtoon,"[30,40)",Turks,"[0,20)",60
Autochtoon,"[30,40)",Turks,"[20,30)",10
Autochtoon,"[30,40)",Turks,"[30,40)",210
Autochtoon,"[30,40)",Turks,"[40,50)",20
Autochtoon,"[40,50)",Autochtoon,"[0,20)",36760
Autochtoon,"[40,50)",Autochtoon,"[20,30)",1630
Autochtoon,"[40,50)",Autochtoon,"[30,40)",11140
Autochtoon,"[40,50)",Autochtoon,"[40,50)",44450
Autochtoon,"[40,50)",Autochtoon,"[50,60)",24840
Autochtoon,"[40,50)",Autochtoon,"[60,70)",560
Autochtoon,"[40,50)",Marokkaans,"[0,20)",210
Autochtoon,"[40,50)",Marokkaans,"[30,40)",50
Autochtoon,"[40,50)",Marokkaans,"[40,50)",130
Autochtoon,"[40,50)",Overig,"[0,20)",7030
Autochtoon,"[40,50)",Overig,"[20,30)",1950
Autochtoon,"[40,50)",Overig,"[30,40)",5430
Autochtoon,"[40,50)",Overig,"[40,50)",11990
Autochtoon,"[40,50)",Overig,"[50,60)",3630
Autochtoon,"[40,50)",Overig,"[60,70)",210
Autochtoon,"[40,50)",Surinaams,"[0,20)",560
Autochtoon,"[40,50)",Surinaams,"[20,30)",50
Autochtoon,"[40,50)",Surinaams,"[30,40)",140
Autochtoon,"[40,50)",Surinaams,"[40,50)",1170
Autochtoon,"[40,50)",Surinaams,"[50,60)",230
Autochtoon,"[40,50)",Surinaams,"[60,70)",40
Autochtoon,"[40,50)",Turks,"[0,20)",290
Autochtoon,"[40,50)",Turks,"[30,40)",30
Autochtoon,"[40,50)",Turks,"[40,50)",120
Autochtoon,"[50,60)",Autochtoon,"[0,20)",17030
Autochtoon,"[50,60)",Autochtoon,"[20,30)",8870
Autochtoon,"[50,60)",Autochtoon,"[30,40)",1050
Autochtoon,"[50,60)",Autochtoon,"[40,50)",24840
Autochtoon,"[50,60)",Autochtoon,"[50,60)",104080
Autochtoon,"[50,60)",Autochtoon,"[60,70)",23780
Autochtoon,"[50,60)",Autochtoon,"[70,80)",2850
Autochtoon,"[50,60)",Marokkaans,"[0,20)",30
Autochtoon,"[50,60)",Marokkaans,"[50,60)",20
Autochtoon,"[50,60)",Overig,"[0,20)",19630
Autochtoon,"[50,60)",Overig,"[20,30)",1380
Autochtoon,"[50,60)",Overig,"[30,40)",1210
Autochtoon,"[50,60)",Overig,"[40,50)",9740
Autochtoon,"[50,60)",Overig,"[50,60)",21070
Autochtoon,"[50,60)",Overig,"[60,70)",4130
Autochtoon,"[50,60)",Overig,"[70,80)",70
Autochtoon,"[50,60)",Surinaams,"[0,20)",300
Autochtoon,"[50,60)",Surinaams,"[20,30)",160
Autochtoon,"[50,60)",Surinaams,"[40,50)",620
Autochtoon,"[50,60)",Surinaams,"[50,60)",3750
Autochtoon,"[50,60)",Turks,"[0,20)",10
Autochtoon,"[50,60)",Turks,"[40,50)",10
Autochtoon,"[50,60)",Turks,"[50,60)",10
Autochtoon,"[60,70)",Autochtoon,"[0,20)",1640
Autochtoon,"[60,70)",Autochtoon,"[20,30)",3780
Autochtoon,"[60,70)",Autochtoon,"[30,40)",1980
Autochtoon,"[60,70)",Autochtoon,"[40,50)",560
Autochtoon,"[60,70)",Autochtoon,"[50,60)",23780
Autochtoon,"[60,70)",Autochtoon,"[60,70)",128290
Autochtoon,"[60,70)",Autochtoon,"[70,80)",54470
Autochtoon,"[60,70)",Overig,"[0,20)",420
Autochtoon,"[60,70)",Overig,"[20,30)",3560
Autochtoon,"[60,70)",Overig,"[30,40)",220
Autochtoon,"[60,70)",Overig,"[40,50)",1120
Autochtoon,"[60,70)",Overig,"[50,60)",12100
Autochtoon,"[60,70)",Overig,"[60,70)",27670
Autochtoon,"[60,70)",Overig,"[70,80)",9020
Autochtoon,"[60,70)",Surinaams,"[50,60)",150
Autochtoon,"[60,70)",Surinaams,"[60,70)",410
Autochtoon,"[70,80)",Autochtoon,"[0,20)",100
Autochtoon,"[70,80)",Autochtoon,"[30,40)",80
Autochtoon,"[70,80)",Autochtoon,"[50,60)",2850
Autochtoon,"[70,80)",Autochtoon,"[60,70)",54470
Autochtoon,"[70,80)",Autochtoon,"[70,80)",318590
Autochtoon,"[70,80)",Autochtoon,"[80,120]",80250
Autochtoon,"[70,80)",Overig,"[50,60)",1340
Autochtoon,"[70,80)",Overig,"[60,70)",10630
Autochtoon,"[70,80)",Overig,"[70,80)",88670
Autochtoon,"[80,120]",Autochtoon,"[70,80)",80250
Autochtoon,"[80,120]",Autochtoon,"[80,120]",241400
Marokkaans,"[0,20)",Autochtoon,"[0,20)",180
Marokkaans,"[0,20)",Autochtoon,"[20,30)",10
Marokkaans,"[0,20)",Autochtoon,"[30,40)",160
Marokkaans,"[0,20)",Autochtoon,"[40,50)",210
Marokkaans,"[0,20)",Autochtoon,"[50,60)",30
Marokkaans,"[0,20)",Marokkaans,"[0,20)",43910
Marokkaans,"[0,20)",Marokkaans,"[20,30)",8520
Marokkaans,"[0,20)",Marokkaans,"[30,40)",12840
Marokkaans,"[0,20)",Marokkaans,"[40,50)",22230
Marokkaans,"[0,20)",Marokkaans,"[50,60)",8330
Marokkaans,"[0,20)",Marokkaans,"[60,70)",1780
Marokkaans,"[0,20)",Marokkaans,"[70,80)",190
Marokkaans,"[0,20)",Overig,"[0,20)",250
Marokkaans,"[0,20)",Overig,"[30,40)",160
Marokkaans,"[0,20)",Overig,"[40,50)",110
Marokkaans,"[0,20)",Overig,"[50,60)",180
Marokkaans,"[0,20)",Overig,"[60,70)",30
Marokkaans,"[20,30)",Autochtoon,"[0,20)",1130
Marokkaans,"[20,30)",Autochtoon,"[20,30)",170
Marokkaans,"[20,30)",Autochtoon,"[30,40)",20
Marokkaans,"[20,30)",Marokkaans,"[0,20)",8520
Marokkaans,"[20,30)",Marokkaans,"[20,30)",6560
Marokkaans,"[20,30)",Marokkaans,"[30,40)",14270
Marokkaans,"[20,30)",Marokkaans,"[40,50)",3570
Marokkaans,"[20,30)",Marokkaans,"[50,60)",4850
Marokkaans,"[20,30)",Marokkaans,"[60,70)",2070
Marokkaans,"[20,30)",Marokkaans,"[70,80)",660
Marokkaans,"[20,30)",Overig,"[0,20)",140
Marokkaans,"[20,30)",Overig,"[20,30)",120
Marokkaans,"[20,30)",Overig,"[30,40)",30
Marokkaans,"[20,30)",Overig,"[50,60)",10
Marokkaans,"[20,30)",Surinaams,"[0,20)",10
Marokkaans,"[20,30)",Surinaams,"[20,30)",40
Marokkaans,"[30,40)",Autochtoon,"[0,20)",3400
Marokkaans,"[30,40)",Autochtoon,"[20,30)",30
Marokkaans,"[30,40)",Autochtoon,"[30,40)",320
Marokkaans,"[30,40)",Autochtoon,"[40,50)",50
Marokkaans,"[30,40)",Marokkaans,"[0,20)",12840
Marokkaans,"[30,40)",Marokkaans,"[20,30)",14270
Marokkaans,"[30,40)",Marokkaans,"[30,40)",11510
Marokkaans,"[30,40)",Marokkaans,"[40,50)",13570
Marokkaans,"[30,40)",Marokkaans,"[50,60)",3700
Marokkaans,"[30,40)",Marokkaans,"[60,70)",660
Marokkaans,"[30,40)",Marokkaans,"[70,80)",480
Marokkaans,"[30,40)",Overig,"[0,20)",310
Marokkaans,"[30,40)",Overig,"[20,30)",80
Marokkaans,"[30,40)",Overig,"[30,40)",390
Marokkaans,"[30,40)",Overig,"[40,50)",40
Marokkaans,"[30,40)",Surinaams,"[30,40)",40
Marokkaans,"[30,40)",Turks,"[30,40)",10
Marokkaans,"[40,50)",Autochtoon,"[0,20)",560
Marokkaans,"[40,50)",Autochtoon,"[30,40)",40
Marokkaans,"[40,50)",Autochtoon,"[40,50)",130
Marokkaans,"[40,50)",Marokkaans,"[0,20)",22230
Marokkaans,"[40,50)",Marokkaans,"[20,30)",3570
Marokkaans,"[40,50)",Marokkaans,"[30,40)",13570
Marokkaans,"[40,50)",Marokkaans,"[40,50)",18520
Marokkaans,"[40,50)",Marokkaans,"[50,60)",14380
Marokkaans,"[40,50)",Marokkaans,"[60,70)",2690
Marokkaans,"[40,50)",Marokkaans,"[70,80)",20
Marokkaans,"[40,50)",Overig,"[0,20)",340
Marokkaans,"[40,50)",Overig,"[30,40)",120
Marokkaans,"[40,50)",Overig,"[40,50)",20
Marokkaans,"[40,50)",Overig,"[50,60)",20
Marokkaans,"[50,60)",Autochtoon,"[0,20)",40
Marokkaans,"[50,60)",Autochtoon,"[50,60)",20
Marokkaans,"[50,60)",Marokkaans,"[0,20)",8330
Marokkaans,"[50,60)",Marokkaans,"[20,30)",4850
Marokkaans,"[50,60)",Marokkaans,"[30,40)",3700
Marokkaans,"[50,60)",Marokkaans,"[40,50)",14380
Marokkaans,"[50,60)",Marokkaans,"[50,60)",8180
Marokkaans,"[50,60)",Marokkaans,"[60,70)",15750
Marokkaans,"[50,60)",Marokkaans,"[70,80)",4520
Marokkaans,"[50,60)",Overig,"[0,20)",70
Marokkaans,"[50,60)",Overig,"[20,30)",10
Marokkaans,"[50,60)",Overig,"[40,50)",10
Marokkaans,"[50,60)",Overig,"[50,60)",1440
Marokkaans,"[50,60)",Overig,"[60,70)",10
Marokkaans,"[60,70)",Marokkaans,"[0,20)",1780
Marokkaans,"[60,70)",Marokkaans,"[20,30)",2070
Marokkaans,"[60,70)",Marokkaans,"[30,40)",660
Marokkaans,"[60,70)",Marokkaans,"[40,50)",2690
Marokkaans,"[60,70)",Marokkaans,"[50,60)",15750
Marokkaans,"[60,70)",Marokkaans,"[60,70)",38220
Marokkaans,"[60,70)",Marokkaans,"[70,80)",18690
Marokkaans,"[60,70)",Marokkaans,"[80,120]",20
Marokkaans,"[60,70)",Overig,"[50,60)",10
Marokkaans,"[60,70)",Overig,"[60,70)",400
Marokkaans,"[70,80)",Marokkaans,"[0,20)",190
Marokkaans,"[70,80)",Marokkaans,"[20,30)",660
Marokkaans,"[70,80)",Marokkaans,"[30,40)",480
Marokkaans,"[70,80)",Marokkaans,"[40,50)",20
Marokkaans,"[70,80)",Marokkaans,"[50,60)",4520
Marokkaans,"[70,80)",Marokkaans,"[60,70)",18690
Marokkaans,"[70,80)",Marokkaans,"[70,80)",14780
Marokkaans,"[70,80)",Marokkaans,"[80,120]",13090
Marokkaans,"[80,120]",Marokkaans,"[60,70)",20
Marokkaans,"[80,120]",Marokkaans,"[70,80)",13090
Overig,"[0,20)",Autochtoon,"[0,20)",680
Overig,"[0,20)",Autochtoon,"[20,30)",380
Overig,"[0,20)",Autochtoon,"[30,40)",4350
Overig,"[0,20)",Autochtoon,"[40,50)",7030
Overig,"[0,20)",Autochtoon,"[50,60)",19630
Overig,"[0,20)",Autochtoon,"[60,70)",420
Overig,"[0,20)",Marokkaans,"[0,20)",250
Overig,"[0,20)",Marokkaans,"[20,30)",140
Overig,"[0,20)",Marokkaans,"[30,40)",310
Overig,"[0,20)",Marokkaans,"[40,50)",340
Overig,"[0,20)",Marokkaans,"[50,60)",70
Overig,"[0,20)",Overig,"[0,20)",635620
Overig,"[0,20)",Overig,"[20,30)",9770
Overig,"[0,20)",Overig,"[30,40)",28710
Overig,"[0,20)",Overig,"[40,50)",41690
Overig,"[0,20)",Overig,"[50,60)",81920
Overig,"[0,20)",Overig,"[60,70)",1360
Overig,"[0,20)",Overig,"[70,80)",120
Overig,"[0,20)",Surinaams,"[0,20)",180
Overig,"[0,20)",Surinaams,"[20,30)",190
Overig,"[0,20)",Surinaams,"[30,40)",520
Overig,"[0,20)",Surinaams,"[40,50)",440
Overig,"[0,20)",Surinaams,"[50,60)",280
Overig,"[0,20)",Turks,"[0,20)",80
Overig,"[0,20)",Turks,"[20,30)",10
Overig,"[0,20)",Turks,"[30,40)",220
Overig,"[0,20)",Turks,"[40,50)",230
Overig,"[0,20)",Turks,"[50,60)",30
Overig,"[20,30)",Autochtoon,"[0,20)",920
Overig,"[20,30)",Autochtoon,"[20,30)",11440
Overig,"[20,30)",Autochtoon,"[30,40)",3890
Overig,"[20,30)",Autochtoon,"[40,50)",1950
Overig,"[20,30)",Autochtoon,"[50,60)",1380
Overig,"[20,30)",Autochtoon,"[60,70)",3560
Overig,"[20,30)",Marokkaans,"[20,30)",120
Overig,"[20,30)",Marokkaans,"[30,40)",80
Overig,"[20,30)",Marokkaans,"[50,60)",10
Overig,"[20,30)",Overig,"[0,20)",9770
Overig,"[20,30)",Overig,"[20,30)",61510
Overig,"[20,30)",Overig,"[30,40)",195630
Overig,"[20,30)",Overig,"[40,50)",9130
Overig,"[20,30)",Overig,"[50,60)",8170
Overig,"[20,30)",Overig,"[60,70)",2630
Overig,"[20,30)",Overig,"[70,80)",50
Overig,"[20,30)",Surinaams,"[0,20)",60
Overig,"[20,30)",Surinaams,"[20,30)",290
Overig,"[20,30)",Surinaams,"[30,40)",80
Overig,"[20,30)",Surinaams,"[40,50)",10
Overig,"[20,30)",Turks,"[20,30)",100
Overig,"[20,30)",Turks,"[30,40)",50
Overig,"[30,40)",Autochtoon,"[0,20)",5780
Overig,"[30,40)",Autochtoon,"[20,30)",2430
Overig,"[30,40)",Autochtoon,"[30,40)",17920
Overig,"[30,40)",Autochtoon,"[40,50)",5430
Overig,"[30,40)",Autochtoon,"[50,60)",1210
Overig,"[30,40)",Autochtoon,"[60,70)",220
Overig,"[30,40)",Marokkaans,"[0,20)",160
Overig,"[30,40)",Marokkaans,"[20,30)",30
Overig,"[30,40)",Marokkaans,"[30,40)",390
Overig,"[30,40)",Marokkaans,"[40,50)",120
Overig,"[30,40)",Overig,"[0,20)",28710
Overig,"[30,40)",Overig,"[20,30)",195630
Overig,"[30,40)",Overig,"[30,40)",1144090
Overig,"[30,40)",Overig,"[40,50)",59640
Overig,"[30,40)",Overig,"[50,60)",3750
Overig,"[30,40)",Overig,"[60,70)",1780
Overig,"[30,40)",Overig,"[70,80)",20
Overig,"[30,40)",Surinaams,"[0,20)",250
Overig,"[30,40)",Surinaams,"[20,30)",110
Overig,"[30,40)",Surinaams,"[30,40)",600
Overig,"[30,40)",Surinaams,"[40,50)",100
Overig,"[30,40)",Turks,"[0,20)",10
Overig,"[30,40)",Turks,"[20,30)",10
Overig,"[30,40)",Turks,"[30,40)",300
Overig,"[30,40)",Turks,"[40,50)",1940
Overig,"[40,50)",Autochtoon,"[0,20)",6020
Overig,"[40,50)",Autochtoon,"[20,30)",260
Overig,"[40,50)",Autochtoon,"[30,40)",6740
Overig,"[40,50)",Autochtoon,"[40,50)",11990
Overig,"[40,50)",Autochtoon,"[50,60)",9740
Overig,"[40,50)",Autochtoon,"[60,70)",1120
Overig,"[40,50)",Marokkaans,"[0,20)",110
Overig,"[40,50)",Marokkaans,"[30,40)",40
Overig,"[40,50)",Marokkaans,"[40,50)",20
Overig,"[40,50)",Marokkaans,"[50,60)",10
Overig,"[40,50)",Overig,"[0,20)",41690
Overig,"[40,50)",Overig,"[20,30)",9130
Overig,"[40,50)",Overig,"[30,40)",59640
Overig,"[40,50)",Overig,"[40,50)",58030
Overig,"[40,50)",Overig,"[50,60)",31790
Overig,"[40,50)",Overig,"[60,70)",920
Overig,"[40,50)",Overig,"[70,80)",10
Overig,"[40,50)",Surinaams,"[0,20)",330
Overig,"[40,50)",Surinaams,"[30,40)",120
Overig,"[40,50)",Surinaams,"[40,50)",460
Overig,"[40,50)",Surinaams,"[50,60)",250
Overig,"[40,50)",Turks,"[0,20)",20
Overig,"[40,50)",Turks,"[40,50)",1510
Overig,"[50,60)",Autochtoon,"[0,20)",2790
Overig,"[50,60)",Autochtoon,"[20,30)",970
Overig,"[50,60)",Autochtoon,"[30,40)",160
Overig,"[50,60)",Autochtoon,"[40,50)",3630
Overig,"[50,60)",Autochtoon,"[50,60)",21070
Overig,"[50,60)",Autochtoon,"[60,70)",12100
Overig,"[50,60)",Autochtoon,"[70,80)",1340
Overig,"[50,60)",Marokkaans,"[0,20)",180
Overig,"[50,60)",Marokkaans,"[20,30)",10
Overig,"[50,60)",Marokkaans,"[40,50)",20
Overig,"[50,60)",Marokkaans,"[50,60)",1440
Overig,"[50,60)",Marokkaans,"[60,70)",10
Overig,"[50,60)",Overig,"[0,20)",81920
Overig,"[50,60)",Overig,"[20,30)",8170
Overig,"[50,60)",Overig,"[30,40)",3750
Overig,"[50,60)",Overig,"[40,50)",31790
Overig,"[50,60)",Overig,"[50,60)",93530
Overig,"[50,60)",Overig,"[60,70)",8350
Overig,"[50,60)",Overig,"[70,80)",20
Overig,"[50,60)",Surinaams,"[0,20)",100
Overig,"[50,60)",Surinaams,"[20,30)",10
Overig,"[50,60)",Surinaams,"[40,50)",570
Overig,"[50,60)",Surinaams,"[50,60)",190
Overig,"[50,60)",Surinaams,"[60,70)",10
Overig,"[60,70)",Autochtoon,"[0,20)",330
Overig,"[60,70)",Autochtoon,"[20,30)",370
Overig,"[60,70)",Autochtoon,"[30,40)",50
Overig,"[60,70)",Autochtoon,"[40,50)",210
Overig,"[60,70)",Autochtoon,"[50,60)",4130
Overig,"[60,70)",Autochtoon,"[60,70)",27670
Overig,"[60,70)",Autochtoon,"[70,80)",10630
Overig,"[60,70)",Marokkaans,"[0,20)",30
Overig,"[60,70)",Marokkaans,"[50,60)",10
Overig,"[60,70)",Marokkaans,"[60,70)",400
Overig,"[60,70)",Overig,"[0,20)",1360
Overig,"[60,70)",Overig,"[20,30)",2630
Overig,"[60,70)",Overig,"[30,40)",1780
Overig,"[60,70)",Overig,"[40,50)",920
Overig,"[60,70)",Overig,"[50,60)",8350
Overig,"[60,70)",Overig,"[60,70)",21090
Overig,"[60,70)",Overig,"[70,80)",12580
Overig,"[60,70)",Surinaams,"[50,60)",10
Overig,"[60,70)",Surinaams,"[60,70)",20
Overig,"[70,80)",Autochtoon,"[50,60)",70
Overig,"[70,80)",Autochtoon,"[60,70)",9020
Overig,"[70,80)",Autochtoon,"[70,80)",88670
Overig,"[70,80)",Overig,"[0,20)",120
Overig,"[70,80)",Overig,"[20,30)",50
Overig,"[70,80)",Overig,"[30,40)",20
Overig,"[70,80)",Overig,"[40,50)",10
Overig,"[70,80)",Overig,"[50,60)",20
Overig,"[70,80)",Overig,"[60,70)",12580
Overig,"[70,80)",Overig,"[70,80)",20280
Surinaams,"[0,20)",Autochtoon,"[0,20)",670
Surinaams,"[0,20)",Autochtoon,"[20,30)",80
Surinaams,"[0,20)",Autochtoon,"[30,40)",320
Surinaams,"[0,20)",Autochtoon,"[40,50)",560
Surinaams,"[0,20)",Autochtoon,"[50,60)",300
Surinaams,"[0,20)",Marokkaans,"[20,30)",10
Surinaams,"[0,20)",Overig,"[0,20)",180
Surinaams,"[0,20)",Overig,"[20,30)",60
Surinaams,"[0,20)",Overig,"[30,40)",250
Surinaams,"[0,20)",Overig,"[40,50)",330
Surinaams,"[0,20)",Overig,"[50,60)",100
Surinaams,"[0,20)",Surinaams,"[0,20)",10900
Surinaams,"[0,20)",Surinaams,"[20,30)",2730
Surinaams,"[0,20)",Surinaams,"[30,40)",3510
Surinaams,"[0,20)",Surinaams,"[40,50)",5130
Surinaams,"[0,20)",Surinaams,"[50,60)",2830
Surinaams,"[0,20)",Surinaams,"[60,70)",500
Surinaams,"[20,30)",Autochtoon,"[0,20)",1580
Surinaams,"[20,30)",Autochtoon,"[20,30)",610
Surinaams,"[20,30)",Autochtoon,"[30,40)",170
Surinaams,"[20,30)",Autochtoon,"[40,50)",50
Surinaams,"[20,30)",Autochtoon,"[50,60)",160
Surinaams,"[20,30)",Marokkaans,"[20,30)",40
Surinaams,"[20,30)",Overig,"[0,20)",190
Surinaams,"[20,30)",Overig,"[20,30)",290
Surinaams,"[20,30)",Overig,"[30,40)",110
Surinaams,"[20,30)",Overig,"[50,60)",10
Surinaams,"[20,30)",Surinaams,"[0,20)",2730
Surinaams,"[20,30)",Surinaams,"[20,30)",2910
Surinaams,"[20,30)",Surinaams,"[30,40)",990
Surinaams,"[20,30)",Surinaams,"[40,50)",1410
Surinaams,"[20,30)",Surinaams,"[50,60)",3610
Surinaams,"[20,30)",Surinaams,"[60,70)",990
Surinaams,"[30,40)",Autochtoon,"[0,20)",3800
Surinaams,"[30,40)",Autochtoon,"[20,30)",250
Surinaams,"[30,40)",Autochtoon,"[30,40)",950
Surinaams,"[30,40)",Autochtoon,"[40,50)",140
Surinaams,"[30,40)",Marokkaans,"[30,40)",40
Surinaams,"[30,40)",Overig,"[0,20)",520
Surinaams,"[30,40)",Overig,"[20,30)",80
Surinaams,"[30,40)",Overig,"[30,40)",600
Surinaams,"[30,40)",Overig,"[40,50)",120
Surinaams,"[30,40)",Surinaams,"[0,20)",3510
Surinaams,"[30,40)",Surinaams,"[20,30)",990
Surinaams,"[30,40)",Surinaams,"[30,40)",2380
Surinaams,"[30,40)",Surinaams,"[40,50)",820
Surinaams,"[30,40)",Surinaams,"[50,60)",1050
Surinaams,"[30,40)",Surinaams,"[60,70)",910
Surinaams,"[40,50)",Autochtoon,"[0,20)",1760
Surinaams,"[40,50)",Autochtoon,"[20,30)",120
Surinaams,"[40,50)",Autochtoon,"[30,40)",190
Surinaams,"[40,50)",Autochtoon,"[40,50)",1170
Surinaams,"[40,50)",Autochtoon,"[50,60)",620
Surinaams,"[40,50)",Overig,"[0,20)",440
Surinaams,"[40,50)",Overig,"[20,30)",10
Surinaams,"[40,50)",Overig,"[30,40)",100
Surinaams,"[40,50)",Overig,"[40,50)",460
Surinaams,"[40,50)",Overig,"[50,60)",570
Surinaams,"[40,50)",Surinaams,"[0,20)",5130
Surinaams,"[40,50)",Surinaams,"[20,30)",1410
Surinaams,"[40,50)",Surinaams,"[30,40)",820
Surinaams,"[40,50)",Surinaams,"[40,50)",4070
Surinaams,"[40,50)",Surinaams,"[50,60)",1320
Surinaams,"[40,50)",Surinaams,"[60,70)",730
Surinaams,"[50,60)",Autochtoon,"[0,20)",620
Surinaams,"[50,60)",Autochtoon,"[20,30)",10
Surinaams,"[50,60)",Autochtoon,"[40,50)",230
Surinaams,"[50,60)",Autochtoon,"[50,60)",3750
Surinaams,"[50,60)",Autochtoon,"[60,70)",150
Surinaams,"[50,60)",Overig,"[0,20)",280
Surinaams,"[50,60)",Overig,"[40,50)",250
Surinaams,"[50,60)",Overig,"[50,60)",190
Surinaams,"[50,60)",Overig,"[60,70)",10
Surinaams,"[50,60)",Surinaams,"[0,20)",2830
Surinaams,"[50,60)",Surinaams,"[20,30)",3610
Surinaams,"[50,60)",Surinaams,"[30,40)",1050
Surinaams,"[50,60)",Surinaams,"[40,50)",1320
Surinaams,"[50,60)",Surinaams,"[50,60)",6580
Surinaams,"[50,60)",Surinaams,"[60,70)",1850
Surinaams,"[60,70)",Autochtoon,"[0,20)",160
Surinaams,"[60,70)",Autochtoon,"[40,50)",40
Surinaams,"[60,70)",Autochtoon,"[60,70)",410
Surinaams,"[60,70)",Overig,"[50,60)",10
Surinaams,"[60,70)",Overig,"[60,70)",20
Surinaams,"[60,70)",Surinaams,"[0,20)",500
Surinaams,"[60,70)",Surinaams,"[20,30)",990
Surinaams,"[60,70)",Surinaams,"[30,40)",910
Surinaams,"[60,70)",Surinaams,"[40,50)",730
Surinaams,"[60,70)",Surinaams,"[50,60)",1850
Surinaams,"[60,70)",Surinaams,"[60,70)",9880
Surinaams,"[60,70)",Surinaams,"[70,80)",1670
Surinaams,"[70,80)",Surinaams,"[60,70)",1670
Surinaams,"[70,80)",Surinaams,"[70,80)",700
Turks,"[0,20)",Autochtoon,"[0,20)",90
Turks,"[0,20)",Autochtoon,"[30,40)",60
Turks,"[0,20)",Autochtoon,"[40,50)",290
