geslacht_src,lft_src,etngrp_src,geslacht_dst,lft_dst,etngrp_dst,n
Man,"[0,20)",Turks,Vrouw,"[50,60)",Turks,2290
Man,"[0,20)",Turks,Vrouw,"[60,70)",Turks,1210
Man,"[0,20)",Turks,Vrouw,"[70,80)",Turks,530
Man,"[20,30)",Autochtoon,Man,"[0,20)",Autochtoon,4960
Man,"[20,30)",Autochtoon,Man,"[0,20)",Marokkaans,20
Man,"[20,30)",Autochtoon,Man,"[0,20)",Overig,1740
Man,"[20,30)",Autochtoon,Man,"[0,20)",Surinaams,190
Man,"[20,30)",Autochtoon,Man,"[20,30)",Autochtoon,14980
Man,"[20,30)",Autochtoon,Man,"[20,30)",Marokkaans,10
Man,"[20,30)",Autochtoon,Man,"[20,30)",Overig,900
Man,"[20,30)",Autochtoon,Man,"[20,30)",Surinaams,170
Man,"[20,30)",Autochtoon,Man,"[30,40)",Autochtoon,7650
Man,"[20,30)",Autochtoon,Man,"[30,40)",Overig,830
Man,"[20,30)",Autochtoon,Man,"[30,40)",Surinaams,140
Man,"[20,30)",Autochtoon,Man,"[40,50)",Autochtoon,2290
Man,"[20,30)",Autochtoon,Man,"[40,50)",Overig,320
Man,"[20,30)",Autochtoon,Man,"[40,50)",Surinaams,140
Man,"[20,30)",Autochtoon,Man,"[50,60)",Autochtoon,7180
Man,"[20,30)",Autochtoon,Man,"[50,60)",Overig,960
Man,"[20,30)",Autochtoon,Man,"[50,60)",Surinaams,120
Man,"[20,30)",Autochtoon,Man,"[60,70)",Autochtoon,5960
Man,"[20,30)",Autochtoon,Man,"[60,70)",Overig,770
Man,"[20,30)",Autochtoon,Man,"[60,70)",Surinaams,10
Man,"[20,30)",Autochtoon,Man,"[70,80)",Autochtoon,1190
Man,"[20,30)",Autochtoon,Man,"[70,80)",Overig,50
Man,"[20,30)",Autochtoon,Man,"[80,120]",Autochtoon,440
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Autochtoon,4830
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Marokkaans,30
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Overig,650
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Surinaams,150
Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",Turks,10
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Autochtoon,15340
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Marokkaans,20
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Overig,1080
Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",Surinaams,210
Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",Autochtoon,6880
Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",Overig,640
Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",Surinaams,200
Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",Autochtoon,2810
Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",Overig,450
Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",Surinaams,220
Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",Autochtoon,9000
Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",Overig,1280
Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",Surinaams,150
Man,"[20,30)",Autochtoon,Vrouw,"[60,70)",Autochtoon,5700
Man,"[20,30)",Autochtoon,Vrouw,"[60,70)",Overig,860
Man,"[20,30)",Autochtoon,Vrouw,"[60,70)",Surinaams,70
Man,"[20,30)",Autochtoon,Vrouw,"[70,80)",Autochtoon,1550
Man,"[20,30)",Autochtoon,Vrouw,"[70,80)",Overig,50
Man,"[20,30)",Autochtoon,Vrouw,"[80,120]",Autochtoon,1610
Man,"[20,30)",Marokkaans,Man,"[0,20)",Autochtoon,2370
Man,"[20,30)",Marokkaans,Man,"[0,20)",Marokkaans,17800
Man,"[20,30)",Marokkaans,Man,"[0,20)",Overig,410
Man,"[20,30)",Marokkaans,Man,"[0,20)",Surinaams,10
Man,"[20,30)",Marokkaans,Man,"[0,20)",Turks,40
Man,"[20,30)",Marokkaans,Man,"[20,30)",Autochtoon,10
Man,"[20,30)",Marokkaans,Man,"[20,30)",Marokkaans,10990
Man,"[20,30)",Marokkaans,Man,"[20,30)",Overig,150
Man,"[20,30)",Marokkaans,Man,"[20,30)",Surinaams,10
Man,"[20,30)",Marokkaans,Man,"[20,30)",Turks,20
Man,"[20,30)",Marokkaans,Man,"[30,40)",Marokkaans,7780
Man,"[20,30)",Marokkaans,Man,"[30,40)",Overig,30
Man,"[20,30)",Marokkaans,Man,"[30,40)",Turks,10
Man,"[20,30)",Marokkaans,Man,"[40,50)",Marokkaans,4950
Man,"[20,30)",Marokkaans,Man,"[50,60)",Marokkaans,4760
Man,"[20,30)",Marokkaans,Man,"[50,60)",Overig,110
Man,"[20,30)",Marokkaans,Man,"[60,70)",Marokkaans,3240
Man,"[20,30)",Marokkaans,Man,"[60,70)",Overig,30
Man,"[20,30)",Marokkaans,Man,"[60,70)",Turks,20
Man,"[20,30)",Marokkaans,Man,"[70,80)",Marokkaans,1200
Man,"[20,30)",Marokkaans,Man,"[80,120]",Marokkaans,150
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Autochtoon,2140
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Marokkaans,17460
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Overig,350
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Surinaams,30
Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",Turks,30
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Autochtoon,30
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Marokkaans,10790
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Overig,170
Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",Turks,20
Man,"[20,30)",Marokkaans,Vrouw,"[30,40)",Marokkaans,6950
Man,"[20,30)",Marokkaans,Vrouw,"[30,40)",Overig,50
Man,"[20,30)",Marokkaans,Vrouw,"[30,40)",Turks,10
Man,"[20,30)",Marokkaans,Vrouw,"[40,50)",Autochtoon,10
Man,"[20,30)",Marokkaans,Vrouw,"[40,50)",Marokkaans,5550
Man,"[20,30)",Marokkaans,Vrouw,"[50,60)",Autochtoon,70
Man,"[20,30)",Marokkaans,Vrouw,"[50,60)",Marokkaans,4140
Man,"[20,30)",Marokkaans,Vrouw,"[60,70)",Marokkaans,2440
Man,"[20,30)",Marokkaans,Vrouw,"[70,80)",Marokkaans,1120
Man,"[20,30)",Overig,Man,"[0,20)",Autochtoon,990
Man,"[20,30)",Overig,Man,"[0,20)",Marokkaans,260
Man,"[20,30)",Overig,Man,"[0,20)",Overig,4630
Man,"[20,30)",Overig,Man,"[0,20)",Surinaams,160
Man,"[20,30)",Overig,Man,"[0,20)",Turks,20
Man,"[20,30)",Overig,Man,"[20,30)",Autochtoon,900
Man,"[20,30)",Overig,Man,"[20,30)",Marokkaans,150
Man,"[20,30)",Overig,Man,"[20,30)",Overig,3890
Man,"[20,30)",Overig,Man,"[20,30)",Surinaams,140
Man,"[20,30)",Overig,Man,"[20,30)",Turks,10
Man,"[20,30)",Overig,Man,"[30,40)",Autochtoon,550
Man,"[20,30)",Overig,Man,"[30,40)",Marokkaans,80
Man,"[20,30)",Overig,Man,"[30,40)",Overig,1830
Man,"[20,30)",Overig,Man,"[30,40)",Surinaams,110
Man,"[20,30)",Overig,Man,"[40,50)",Autochtoon,270
Man,"[20,30)",Overig,Man,"[40,50)",Marokkaans,60
Man,"[20,30)",Overig,Man,"[40,50)",Overig,850
Man,"[20,30)",Overig,Man,"[40,50)",Surinaams,70
Man,"[20,30)",Overig,Man,"[50,60)",Autochtoon,920
Man,"[20,30)",Overig,Man,"[50,60)",Marokkaans,80
Man,"[20,30)",Overig,Man,"[50,60)",Overig,1910
Man,"[20,30)",Overig,Man,"[50,60)",Surinaams,80
Man,"[20,30)",Overig,Man,"[60,70)",Autochtoon,650
Man,"[20,30)",Overig,Man,"[60,70)",Marokkaans,50
Man,"[20,30)",Overig,Man,"[60,70)",Overig,1340
Man,"[20,30)",Overig,Man,"[60,70)",Surinaams,60
Man,"[20,30)",Overig,Man,"[70,80)",Autochtoon,80
Man,"[20,30)",Overig,Man,"[70,80)",Overig,150
