lft_src,etngrp_src,lft_dst,etngrp_dst,n
"[0,20)",Overig,"[20,30)",Surinaams,1260
"[0,20)",Overig,"[20,30)",Turks,610
"[0,20)",Overig,"[30,40)",Autochtoon,7200
"[0,20)",Overig,"[30,40)",Marokkaans,1390
"[0,20)",Overig,"[30,40)",Overig,36320
"[0,20)",Overig,"[30,40)",Surinaams,1500
"[0,20)",Overig,"[30,40)",Turks,590
"[0,20)",Overig,"[40,50)",Autochtoon,9660
"[0,20)",Overig,"[40,50)",Marokkaans,1020
"[0,20)",Overig,"[40,50)",Overig,47440
"[0,20)",Overig,"[40,50)",Surinaams,1110
"[0,20)",Overig,"[40,50)",Turks,680
"[0,20)",Overig,"[50,60)",Autochtoon,21680
"[0,20)",Overig,"[50,60)",Marokkaans,730
"[0,20)",Overig,"[50,60)",Overig,85910
"[0,20)",Overig,"[50,60)",Surinaams,990
"[0,20)",Overig,"[50,60)",Turks,270
"[0,20)",Overig,"[60,70)",Autochtoon,2580
"[0,20)",Overig,"[60,70)",Marokkaans,620
"[0,20)",Overig,"[60,70)",Overig,5230
"[0,20)",Overig,"[60,70)",Surinaams,590
"[0,20)",Overig,"[60,70)",Turks,160
"[0,20)",Overig,"[70,80)",Autochtoon,2780
"[0,20)",Overig,"[70,80)",Marokkaans,380
"[0,20)",Overig,"[70,80)",Overig,2250
"[0,20)",Overig,"[70,80)",Surinaams,10
"[0,20)",Overig,"[70,80)",Turks,80
"[0,20)",Surinaams,"[0,20)",Autochtoon,6070
"[0,20)",Surinaams,"[0,20)",Marokkaans,240
"[0,20)",Surinaams,"[0,20)",Overig,1620
"[0,20)",Surinaams,"[0,20)",Surinaams,26000
"[0,20)",Surinaams,"[0,20)",Turks,20
"[0,20)",Surinaams,"[20,30)",Autochtoon,720
"[0,20)",Surinaams,"[20,30)",Marokkaans,90
"[0,20)",Surinaams,"[20,30)",Overig,640
"[0,20)",Surinaams,"[20,30)",Surinaams,13770
"[0,20)",Surinaams,"[30,40)",Autochtoon,580
"[0,20)",Surinaams,"[30,40)",Marokkaans,30
"[0,20)",Surinaams,"[30,40)",Overig,770
"[0,20)",Surinaams,"[30,40)",Surinaams,12620
"[0,20)",Surinaams,"[40,50)",Autochtoon,800
"[0,20)",Surinaams,"[40,50)",Marokkaans,20
"[0,20)",Surinaams,"[40,50)",Overig,1490
"[0,20)",Surinaams,"[40,50)",Surinaams,13230
"[0,20)",Surinaams,"[50,60)",Autochtoon,620
"[0,20)",Surinaams,"[50,60)",Overig,310
"[0,20)",Surinaams,"[50,60)",Surinaams,9390
"[0,20)",Surinaams,"[60,70)",Autochtoon,400
"[0,20)",Surinaams,"[60,70)",Overig,360
"[0,20)",Surinaams,"[60,70)",Surinaams,5410
"[0,20)",Surinaams,"[70,80)",Autochtoon,210
"[0,20)",Surinaams,"[70,80)",Overig,20
"[0,20)",Surinaams,"[70,80)",Surinaams,1700
"[0,20)",Turks,"[0,20)",Autochtoon,4530
"[0,20)",Turks,"[0,20)",Marokkaans,330
"[0,20)",Turks,"[0,20)",Overig,920
"[0,20)",Turks,"[0,20)",Surinaams,20
"[0,20)",Turks,"[0,20)",Turks,42070
"[0,20)",Turks,"[20,30)",Autochtoon,30
"[0,20)",Turks,"[20,30)",Marokkaans,110
"[0,20)",Turks,"[20,30)",Overig,130
"[0,20)",Turks,"[20,30)",Surinaams,20
"[0,20)",Turks,"[20,30)",Turks,19550
"[0,20)",Turks,"[30,40)",Autochtoon,100
"[0,20)",Turks,"[30,40)",Marokkaans,30
"[0,20)",Turks,"[30,40)",Overig,90
"[0,20)",Turks,"[30,40)",Turks,22110
"[0,20)",Turks,"[40,50)",Autochtoon,350
"[0,20)",Turks,"[40,50)",Overig,40
"[0,20)",Turks,"[40,50)",Turks,16370
"[0,20)",Turks,"[50,60)",Autochtoon,80
"[0,20)",Turks,"[50,60)",Overig,10
"[0,20)",Turks,"[50,60)",Turks,9320
"[0,20)",Turks,"[60,70)",Autochtoon,10
"[0,20)",Turks,"[60,70)",Marokkaans,30
"[0,20)",Turks,"[60,70)",Turks,3820
"[0,20)",Turks,"[70,80)",Turks,2250
"[0,20)",Turks,"[80,120]",Turks,80
"[20,30)",Autochtoon,"[0,20)",Autochtoon,20700
"[20,30)",Autochtoon,"[0,20)",Marokkaans,180
"[20,30)",Autochtoon,"[0,20)",Overig,4910
"[20,30)",Autochtoon,"[0,20)",Surinaams,720
"[20,30)",Autochtoon,"[0,20)",Turks,30
"[20,30)",Autochtoon,"[20,30)",Autochtoon,62770
"[20,30)",Autochtoon,"[20,30)",Marokkaans,70
"[20,30)",Autochtoon,"[20,30)",Overig,4330
"[20,30)",Autochtoon,"[20,30)",Surinaams,770
"[20,30)",Autochtoon,"[20,30)",Turks,10
"[20,30)",Autochtoon,"[30,40)",Autochtoon,30230
"[20,30)",Autochtoon,"[30,40)",Marokkaans,20
"[20,30)",Autochtoon,"[30,40)",Overig,2970
"[20,30)",Autochtoon,"[30,40)",Surinaams,740
"[20,30)",Autochtoon,"[40,50)",Autochtoon,10820
"[20,30)",Autochtoon,"[40,50)",Overig,1620
"[20,30)",Autochtoon,"[40,50)",Surinaams,680
"[20,30)",Autochtoon,"[50,60)",Autochtoon,31840
"[20,30)",Autochtoon,"[50,60)",Overig,4270
"[20,30)",Autochtoon,"[50,60)",Surinaams,500
"[20,30)",Autochtoon,"[60,70)",Autochtoon,22050
"[20,30)",Autochtoon,"[60,70)",Overig,3210
"[20,30)",Autochtoon,"[60,70)",Surinaams,220
"[20,30)",Autochtoon,"[70,80)",Autochtoon,5840
"[20,30)",Autochtoon,"[70,80)",Overig,310
"[20,30)",Autochtoon,"[80,120]",Autochtoon,3650
"[20,30)",Marokkaans,"[0,20)",Autochtoon,9610
"[20,30)",Marokkaans,"[0,20)",Marokkaans,69610
"[20,30)",Marokkaans,"[0,20)",Overig,1430
"[20,30)",Marokkaans,"[0,20)",Surinaams,90
"[20,30)",Marokkaans,"[0,20)",Turks,110
"[20,30)",Marokkaans,"[20,30)",Autochtoon,70
"[20,30)",Marokkaans,"[20,30)",Marokkaans,43030
"[20,30)",Marokkaans,"[20,30)",Overig,580
"[20,30)",Marokkaans,"[20,30)",Surinaams,40
"[20,30)",Marokkaans,"[20,30)",Turks,70
"[20,30)",Marokkaans,"[30,40)",Marokkaans,28950
"[20,30)",Marokkaans,"[30,40)",Overig,180
"[20,30)",Marokkaans,"[30,40)",Surinaams,10
"[20,30)",Marokkaans,"[30,40)",Turks,50
"[20,30)",Marokkaans,"[40,50)",Autochtoon,10
"[20,30)",Marokkaans,"[40,50)",Marokkaans,20480
"[20,30)",Marokkaans,"[50,60)",Autochtoon,110
"[20,30)",Marokkaans,"[50,60)",Marokkaans,17830
"[20,30)",Marokkaans,"[50,60)",Overig,140
"[20,30)",Marokkaans,"[50,60)",Surinaams,30
"[20,30)",Marokkaans,"[50,60)",Turks,10
"[20,30)",Marokkaans,"[60,70)",Marokkaans,10280
"[20,30)",Marokkaans,"[60,70)",Overig,40
"[20,30)",Marokkaans,"[60,70)",Turks,30
"[20,30)",Marokkaans,"[70,80)",Marokkaans,5070
"[20,30)",Marokkaans,"[80,120]",Marokkaans,170
"[20,30)",Overig,"[0,20)",Autochtoon,4390
"[20,30)",Overig,"[0,20)",Marokkaans,1000
"[20,30)",Overig,"[0,20)",Overig,18490
"[20,30)",Overig,"[0,20)",Surinaams,640
"[20,30)",Overig,"[0,20)",Turks,130
"[20,30)",Overig,"[20,30)",Autochtoon,4330
"[20,30)",Overig,"[20,30)",Marokkaans,580
"[20,30)",Overig,"[20,30)",Overig,15440
"[20,30)",Overig,"[20,30)",Surinaams,680
"[20,30)",Overig,"[20,30)",Turks,70
"[20,30)",Overig,"[30,40)",Autochtoon,2440
"[20,30)",Overig,"[30,40)",Marokkaans,320
"[20,30)",Overig,"[30,40)",Overig,26550
"[20,30)",Overig,"[30,40)",Surinaams,640
"[20,30)",Overig,"[40,50)",Autochtoon,1300
"[20,30)",Overig,"[40,50)",Marokkaans,180
"[20,30)",Overig,"[40,50)",Overig,11970
"[20,30)",Overig,"[40,50)",Surinaams,320
"[20,30)",Overig,"[40,50)",Turks,20
"[20,30)",Overig,"[50,60)",Autochtoon,4000
"[20,30)",Overig,"[50,60)",Marokkaans,230
"[20,30)",Overig,"[50,60)",Overig,12810
"[20,30)",Overig,"[50,60)",Surinaams,350
"[20,30)",Overig,"[60,70)",Autochtoon,4490
"[20,30)",Overig,"[60,70)",Marokkaans,140
"[20,30)",Overig,"[60,70)",Overig,5430
"[20,30)",Overig,"[60,70)",Surinaams,130
"[20,30)",Overig,"[70,80)",Autochtoon,350
"[20,30)",Overig,"[70,80)",Overig,700
"[20,30)",Surinaams,"[0,20)",Autochtoon,6230
"[20,30)",Surinaams,"[0,20)",Marokkaans,210
"[20,30)",Surinaams,"[0,20)",Overig,1260
"[20,30)",Surinaams,"[0,20)",Surinaams,13770
"[20,30)",Surinaams,"[0,20)",Turks,20
"[20,30)",Surinaams,"[20,30)",Autochtoon,770
"[20,30)",Surinaams,"[20,30)",Marokkaans,40
"[20,30)",Surinaams,"[20,30)",Overig,680
"[20,30)",Surinaams,"[20,30)",Surinaams,15050
"[20,30)",Surinaams,"[30,40)",Autochtoon,250
"[20,30)",Surinaams,"[30,40)",Overig,320
"[20,30)",Surinaams,"[30,40)",Surinaams,11770
"[20,30)",Surinaams,"[40,50)",Autochtoon,210
"[20,30)",Surinaams,"[40,50)",Overig,150
"[20,30)",Surinaams,"[40,50)",Surinaams,9550
"[20,30)",Surinaams,"[50,60)",Autochtoon,740
"[20,30)",Surinaams,"[50,60)",Marokkaans,10
"[20,30)",Surinaams,"[50,60)",Overig,220
"[20,30)",Surinaams,"[50,60)",Surinaams,13620
"[20,30)",Surinaams,"[60,70)",Autochtoon,360
"[20,30)",Surinaams,"[60,70)",Overig,60
"[20,30)",Surinaams,"[60,70)",Surinaams,6380
"[20,30)",Surinaams,"[70,80)",Surinaams,1940
"[20,30)",Turks,"[0,20)",Autochtoon,3290
"[20,30)",Turks,"[0,20)",Marokkaans,210
"[20,30)",Turks,"[0,20)",Overig,610
"[20,30)",Turks,"[0,20)",Turks,19550
"[20,30)",Turks,"[20,30)",Autochtoon,10
"[20,30)",Turks,"[20,30)",Marokkaans,70
