lft_src,oplniv_src,lft_dst,oplniv_dst,n
"[40,50)",3,"[20,30)",1,6440
"[40,50)",3,"[20,30)",2,1090
"[40,50)",3,"[20,30)",3,410
"[40,50)",3,"[30,40)",1,440
"[40,50)",3,"[30,40)",2,6220
"[40,50)",3,"[30,40)",3,39560
"[40,50)",3,"[40,50)",1,9290
"[40,50)",3,"[40,50)",2,14220
"[40,50)",3,"[40,50)",3,42660
"[40,50)",3,"[50,60)",1,1310
"[40,50)",3,"[50,60)",2,28960
"[40,50)",3,"[50,60)",3,11170
"[40,50)",3,"[60,70)",1,20
"[40,50)",3,"[60,70)",2,520
"[40,50)",3,"[60,70)",3,1410
"[50,60)",1,"[0,20)",1,12610
"[50,60)",1,"[0,20)",2,1400
"[50,60)",1,"[20,30)",1,2340
"[50,60)",1,"[20,30)",2,7830
"[50,60)",1,"[20,30)",3,1310
"[50,60)",1,"[30,40)",1,3700
"[50,60)",1,"[30,40)",2,1620
"[50,60)",1,"[30,40)",3,1070
"[50,60)",1,"[40,50)",1,11510
"[50,60)",1,"[40,50)",2,5380
"[50,60)",1,"[40,50)",3,1310
"[50,60)",1,"[50,60)",1,41520
"[50,60)",1,"[50,60)",2,24330
"[50,60)",1,"[50,60)",3,3740
"[50,60)",1,"[60,70)",1,18870
"[50,60)",1,"[60,70)",2,10000
"[50,60)",1,"[60,70)",3,2480
"[50,60)",1,"[70,80)",1,5830
"[50,60)",1,"[70,80)",2,40
"[50,60)",2,"[0,20)",1,11950
"[50,60)",2,"[0,20)",2,1630
"[50,60)",2,"[20,30)",1,1490
"[50,60)",2,"[20,30)",2,6540
"[50,60)",2,"[20,30)",3,1550
"[50,60)",2,"[30,40)",1,1510
"[50,60)",2,"[30,40)",2,1160
"[50,60)",2,"[30,40)",3,560
"[50,60)",2,"[40,50)",1,7560
"[50,60)",2,"[40,50)",2,17920
"[50,60)",2,"[40,50)",3,28960
"[50,60)",2,"[50,60)",1,24330
"[50,60)",2,"[50,60)",2,44330
"[50,60)",2,"[50,60)",3,43370
"[50,60)",2,"[60,70)",1,2320
"[50,60)",2,"[60,70)",2,9160
"[50,60)",2,"[60,70)",3,5120
"[50,60)",2,"[70,80)",1,90
"[50,60)",2,"[70,80)",2,90
"[50,60)",2,"[70,80)",3,820
"[50,60)",3,"[0,20)",1,105400
"[50,60)",3,"[0,20)",2,3620
"[50,60)",3,"[0,20)",3,20
"[50,60)",3,"[20,30)",1,3460
"[50,60)",3,"[20,30)",2,4910
"[50,60)",3,"[20,30)",3,1530
"[50,60)",3,"[30,40)",1,500
"[50,60)",3,"[30,40)",2,640
"[50,60)",3,"[30,40)",3,1710
"[50,60)",3,"[40,50)",1,440
"[50,60)",3,"[40,50)",2,6240
"[50,60)",3,"[40,50)",3,11170
"[50,60)",3,"[50,60)",1,3740
"[50,60)",3,"[50,60)",2,43370
"[50,60)",3,"[50,60)",3,57000
"[50,60)",3,"[60,70)",1,850
"[50,60)",3,"[60,70)",2,4480
"[50,60)",3,"[60,70)",3,13310
"[50,60)",3,"[70,80)",2,500
"[50,60)",3,"[70,80)",3,1430
"[60,70)",1,"[0,20)",1,2600
"[60,70)",1,"[0,20)",2,130
"[60,70)",1,"[20,30)",1,940
"[60,70)",1,"[20,30)",2,3110
"[60,70)",1,"[20,30)",3,570
"[60,70)",1,"[30,40)",1,1700
"[60,70)",1,"[30,40)",2,1160
"[60,70)",1,"[30,40)",3,1130
"[60,70)",1,"[40,50)",1,1430
"[60,70)",1,"[40,50)",2,750
"[60,70)",1,"[40,50)",3,20
"[60,70)",1,"[50,60)",1,18870
"[60,70)",1,"[50,60)",2,2320
"[60,70)",1,"[50,60)",3,850
"[60,70)",1,"[60,70)",1,86870
"[60,70)",1,"[60,70)",2,17030
"[60,70)",1,"[60,70)",3,4280
"[60,70)",1,"[70,80)",1,51620
"[60,70)",1,"[70,80)",2,5770
"[60,70)",1,"[70,80)",3,4410
"[60,70)",1,"[80,120]",1,20
"[60,70)",2,"[0,20)",1,1730
"[60,70)",2,"[0,20)",2,70
"[60,70)",2,"[20,30)",1,280
"[60,70)",2,"[20,30)",2,1500
"[60,70)",2,"[20,30)",3,570
"[60,70)",2,"[30,40)",1,410
"[60,70)",2,"[30,40)",2,610
"[60,70)",2,"[30,40)",3,430
"[60,70)",2,"[40,50)",1,1740
"[60,70)",2,"[40,50)",2,280
"[60,70)",2,"[40,50)",3,520
"[60,70)",2,"[50,60)",1,10000
"[60,70)",2,"[50,60)",2,9160
"[60,70)",2,"[50,60)",3,4480
"[60,70)",2,"[60,70)",1,17030
"[60,70)",2,"[60,70)",2,26130
"[60,70)",2,"[60,70)",3,18940
"[60,70)",2,"[70,80)",1,3800
"[60,70)",2,"[70,80)",2,16420
"[60,70)",2,"[70,80)",3,4770
"[60,70)",3,"[0,20)",1,1570
"[60,70)",3,"[0,20)",2,300
"[60,70)",3,"[20,30)",1,90
"[60,70)",3,"[20,30)",2,5190
"[60,70)",3,"[20,30)",3,1410
"[60,70)",3,"[30,40)",1,70
"[60,70)",3,"[30,40)",2,320
"[60,70)",3,"[30,40)",3,810
"[60,70)",3,"[40,50)",1,20
"[60,70)",3,"[40,50)",2,190
"[60,70)",3,"[40,50)",3,1410
"[60,70)",3,"[50,60)",1,2480
"[60,70)",3,"[50,60)",2,5120
"[60,70)",3,"[50,60)",3,13310
"[60,70)",3,"[60,70)",1,4280
"[60,70)",3,"[60,70)",2,18940
"[60,70)",3,"[60,70)",3,63520
"[60,70)",3,"[70,80)",1,590
"[60,70)",3,"[70,80)",2,4260
"[60,70)",3,"[70,80)",3,22560
"[70,80)",1,"[0,20)",1,250
"[70,80)",1,"[20,30)",1,190
"[70,80)",1,"[20,30)",2,480
"[70,80)",1,"[20,30)",3,40
"[70,80)",1,"[30,40)",1,100
"[70,80)",1,"[30,40)",2,400
"[70,80)",1,"[40,50)",1,30
"[70,80)",1,"[50,60)",1,5830
"[70,80)",1,"[50,60)",2,90
"[70,80)",1,"[60,70)",1,51620
"[70,80)",1,"[60,70)",2,3800
"[70,80)",1,"[60,70)",3,590
"[70,80)",1,"[70,80)",1,208660
"[70,80)",1,"[70,80)",2,45910
"[70,80)",1,"[70,80)",3,17110
"[70,80)",1,"[80,120]",1,46200
"[70,80)",1,"[80,120]",2,13470
"[70,80)",2,"[0,20)",1,40
"[70,80)",2,"[50,60)",1,40
"[70,80)",2,"[50,60)",2,90
"[70,80)",2,"[50,60)",3,500
"[70,80)",2,"[60,70)",1,5770
"[70,80)",2,"[60,70)",2,16420
"[70,80)",2,"[60,70)",3,4260
"[70,80)",2,"[70,80)",1,45910
"[70,80)",2,"[70,80)",2,52600
"[70,80)",2,"[70,80)",3,24030
"[70,80)",2,"[80,120]",1,10100
"[70,80)",2,"[80,120]",2,9050
"[70,80)",3,"[0,20)",1,120
"[70,80)",3,"[30,40)",3,80
"[70,80)",3,"[50,60)",2,820
"[70,80)",3,"[50,60)",3,1430
"[70,80)",3,"[60,70)",1,4410
"[70,80)",3,"[60,70)",2,4770
"[70,80)",3,"[60,70)",3,22560
"[70,80)",3,"[70,80)",1,17110
"[70,80)",3,"[70,80)",2,24030
"[70,80)",3,"[70,80)",3,142030
"[70,80)",3,"[80,120]",3,14520
"[80,120]",1,"[60,70)",1,20
"[80,120]",1,"[70,80)",1,46200
"[80,120]",1,"[70,80)",2,10100
"[80,120]",1,"[80,120]",1,86240
"[80,120]",1,"[80,120]",2,77580
"[80,120]",2,"[70,80)",1,13470
"[80,120]",2,"[70,80)",2,9050
"[80,120]",2,"[80,120]",1,77580
"[80,120]",3,"[70,80)",3,14520
