lft_src,etngrp_src,lft_dst,etngrp_dst,n
"[20,30)",Autochtoon,"[0,20)",Marokkaans,29250
"[20,30)",Autochtoon,"[0,20)",Overig,57580
"[20,30)",Autochtoon,"[0,20)",Surinaams,17370
"[20,30)",Autochtoon,"[0,20)",Turks,10800
"[20,30)",Autochtoon,"[20,30)",Autochtoon,1305810
"[20,30)",Autochtoon,"[20,30)",Marokkaans,80450
"[20,30)",Autochtoon,"[20,30)",Overig,555190
"[20,30)",Autochtoon,"[20,30)",Surinaams,84540
"[20,30)",Autochtoon,"[20,30)",Turks,47420
"[20,30)",Autochtoon,"[30,40)",Autochtoon,461070
"[20,30)",Autochtoon,"[30,40)",Marokkaans,28420
"[20,30)",Autochtoon,"[30,40)",Overig,281670
"[20,30)",Autochtoon,"[30,40)",Surinaams,37920
"[20,30)",Autochtoon,"[30,40)",Turks,16620
"[20,30)",Autochtoon,"[40,50)",Autochtoon,205170
"[20,30)",Autochtoon,"[40,50)",Marokkaans,17790
"[20,30)",Autochtoon,"[40,50)",Overig,96060
"[20,30)",Autochtoon,"[40,50)",Surinaams,25230
"[20,30)",Autochtoon,"[40,50)",Turks,8370
"[20,30)",Autochtoon,"[50,60)",Autochtoon,182300
"[20,30)",Autochtoon,"[50,60)",Marokkaans,7310
"[20,30)",Autochtoon,"[50,60)",Overig,73230
"[20,30)",Autochtoon,"[50,60)",Surinaams,26870
"[20,30)",Autochtoon,"[50,60)",Turks,5430
"[20,30)",Autochtoon,"[60,70)",Autochtoon,80670
"[20,30)",Autochtoon,"[60,70)",Marokkaans,2060
"[20,30)",Autochtoon,"[60,70)",Overig,26450
"[20,30)",Autochtoon,"[60,70)",Surinaams,13970
"[20,30)",Autochtoon,"[60,70)",Turks,860
"[20,30)",Autochtoon,"[70,80)",Autochtoon,2390
"[20,30)",Autochtoon,"[70,80)",Overig,780
"[20,30)",Autochtoon,"[70,80)",Surinaams,40
"[20,30)",Marokkaans,"[0,20)",Autochtoon,15790
"[20,30)",Marokkaans,"[0,20)",Marokkaans,28930
"[20,30)",Marokkaans,"[0,20)",Overig,18420
"[20,30)",Marokkaans,"[0,20)",Surinaams,8110
"[20,30)",Marokkaans,"[0,20)",Turks,10410
"[20,30)",Marokkaans,"[20,30)",Autochtoon,84140
"[20,30)",Marokkaans,"[20,30)",Marokkaans,40560
"[20,30)",Marokkaans,"[20,30)",Overig,52010
