etngrp_src,lft_src,etngrp_dst,lft_dst,n
Marokkaans,"[20,30)",Marokkaans,"[20,30)",43030
Marokkaans,"[20,30)",Marokkaans,"[30,40)",28950
Marokkaans,"[20,30)",Marokkaans,"[40,50)",20480
Marokkaans,"[20,30)",Marokkaans,"[50,60)",17830
Marokkaans,"[20,30)",Marokkaans,"[60,70)",10280
Marokkaans,"[20,30)",Marokkaans,"[70,80)",5070
Marokkaans,"[20,30)",Marokkaans,"[80,120]",170
Marokkaans,"[20,30)",Overig,"[0,20)",1430
Marokkaans,"[20,30)",Overig,"[20,30)",580
Marokkaans,"[20,30)",Overig,"[30,40)",180
Marokkaans,"[20,30)",Overig,"[50,60)",140
Marokkaans,"[20,30)",Overig,"[60,70)",40
Marokkaans,"[20,30)",Surinaams,"[0,20)",90
Marokkaans,"[20,30)",Surinaams,"[20,30)",40
Marokkaans,"[20,30)",Surinaams,"[30,40)",10
Marokkaans,"[20,30)",Surinaams,"[50,60)",30
Marokkaans,"[20,30)",Turks,"[0,20)",110
Marokkaans,"[20,30)",Turks,"[20,30)",70
Marokkaans,"[20,30)",Turks,"[30,40)",50
Marokkaans,"[20,30)",Turks,"[50,60)",10
Marokkaans,"[20,30)",Turks,"[60,70)",30
Marokkaans,"[30,40)",Autochtoon,"[0,20)",12070
Marokkaans,"[30,40)",Autochtoon,"[20,30)",20
Marokkaans,"[30,40)",Autochtoon,"[30,40)",200
Marokkaans,"[30,40)",Autochtoon,"[40,50)",10
Marokkaans,"[30,40)",Autochtoon,"[50,60)",10
Marokkaans,"[30,40)",Marokkaans,"[0,20)",59770
Marokkaans,"[30,40)",Marokkaans,"[20,30)",28950
Marokkaans,"[30,40)",Marokkaans,"[30,40)",30900
Marokkaans,"[30,40)",Marokkaans,"[40,50)",21480
Marokkaans,"[30,40)",Marokkaans,"[50,60)",11020
Marokkaans,"[30,40)",Marokkaans,"[60,70)",13880
Marokkaans,"[30,40)",Marokkaans,"[70,80)",3810
Marokkaans,"[30,40)",Marokkaans,"[80,120]",40
Marokkaans,"[30,40)",Overig,"[0,20)",1390
Marokkaans,"[30,40)",Overig,"[20,30)",320
Marokkaans,"[30,40)",Overig,"[30,40)",320
Marokkaans,"[30,40)",Overig,"[40,50)",10
Marokkaans,"[30,40)",Surinaams,"[0,20)",30
Marokkaans,"[30,40)",Turks,"[0,20)",30
Marokkaans,"[30,40)",Turks,"[30,40)",50
Marokkaans,"[30,40)",Turks,"[40,50)",10
Marokkaans,"[30,40)",Turks,"[60,70)",10
Marokkaans,"[40,50)",Autochtoon,"[0,20)",5040
Marokkaans,"[40,50)",Autochtoon,"[30,40)",10
Marokkaans,"[40,50)",Autochtoon,"[40,50)",50
Marokkaans,"[40,50)",Marokkaans,"[0,20)",57630
Marokkaans,"[40,50)",Marokkaans,"[20,30)",20480
Marokkaans,"[40,50)",Marokkaans,"[30,40)",21480
Marokkaans,"[40,50)",Marokkaans,"[40,50)",20740
Marokkaans,"[40,50)",Marokkaans,"[50,60)",11870
Marokkaans,"[40,50)",Marokkaans,"[60,70)",6900
Marokkaans,"[40,50)",Marokkaans,"[70,80)",3100
Marokkaans,"[40,50)",Overig,"[0,20)",1020
Marokkaans,"[40,50)",Overig,"[20,30)",180
Marokkaans,"[40,50)",Overig,"[30,40)",70
Marokkaans,"[40,50)",Overig,"[40,50)",90
Marokkaans,"[40,50)",Overig,"[50,60)",30
Marokkaans,"[40,50)",Surinaams,"[0,20)",20
Marokkaans,"[50,60)",Autochtoon,"[0,20)",3630
Marokkaans,"[50,60)",Autochtoon,"[50,60)",10
Marokkaans,"[50,60)",Marokkaans,"[0,20)",26390
Marokkaans,"[50,60)",Marokkaans,"[20,30)",17830
Marokkaans,"[50,60)",Marokkaans,"[30,40)",11020
Marokkaans,"[50,60)",Marokkaans,"[40,50)",11870
Marokkaans,"[50,60)",Marokkaans,"[50,60)",7680
Marokkaans,"[50,60)",Marokkaans,"[60,70)",8490
Marokkaans,"[50,60)",Marokkaans,"[70,80)",2790
Marokkaans,"[50,60)",Overig,"[0,20)",730
Marokkaans,"[50,60)",Overig,"[20,30)",230
Marokkaans,"[50,60)",Overig,"[50,60)",10
Marokkaans,"[50,60)",Overig,"[60,70)",10
Marokkaans,"[50,60)",Surinaams,"[20,30)",10
Marokkaans,"[60,70)",Autochtoon,"[0,20)",3700
Marokkaans,"[60,70)",Marokkaans,"[0,20)",15890
Marokkaans,"[60,70)",Marokkaans,"[20,30)",10280
Marokkaans,"[60,70)",Marokkaans,"[30,40)",13880
Marokkaans,"[60,70)",Marokkaans,"[40,50)",6900
Marokkaans,"[60,70)",Marokkaans,"[50,60)",8490
Marokkaans,"[60,70)",Marokkaans,"[60,70)",22870
Marokkaans,"[60,70)",Marokkaans,"[70,80)",10080
Marokkaans,"[60,70)",Overig,"[0,20)",620
Marokkaans,"[60,70)",Overig,"[20,30)",140
Marokkaans,"[60,70)",Overig,"[30,40)",180
Marokkaans,"[60,70)",Turks,"[0,20)",30
Marokkaans,"[60,70)",Turks,"[30,40)",10
Marokkaans,"[70,80)",Autochtoon,"[0,20)",2360
Marokkaans,"[70,80)",Marokkaans,"[0,20)",14240
Marokkaans,"[70,80)",Marokkaans,"[20,30)",5070
Marokkaans,"[70,80)",Marokkaans,"[30,40)",3810
Marokkaans,"[70,80)",Marokkaans,"[40,50)",3100
Marokkaans,"[70,80)",Marokkaans,"[50,60)",2790
Marokkaans,"[70,80)",Marokkaans,"[60,70)",10080
Marokkaans,"[70,80)",Marokkaans,"[70,80)",7480
Marokkaans,"[70,80)",Overig,"[0,20)",380
Marokkaans,"[80,120]",Autochtoon,"[0,20)",130
Marokkaans,"[80,120]",Marokkaans,"[0,20)",220
Marokkaans,"[80,120]",Marokkaans,"[20,30)",170
Marokkaans,"[80,120]",Marokkaans,"[30,40)",40
Overig,"[0,20)",Autochtoon,"[0,20)",8960
Overig,"[0,20)",Autochtoon,"[20,30)",4910
Overig,"[0,20)",Autochtoon,"[30,40)",7200
Overig,"[0,20)",Autochtoon,"[40,50)",9660
Overig,"[0,20)",Autochtoon,"[50,60)",21680
Overig,"[0,20)",Autochtoon,"[60,70)",2580
Overig,"[0,20)",Autochtoon,"[70,80)",2780
Overig,"[0,20)",Marokkaans,"[0,20)",3170
Overig,"[0,20)",Marokkaans,"[20,30)",1430
Overig,"[0,20)",Marokkaans,"[30,40)",1390
Overig,"[0,20)",Marokkaans,"[40,50)",1020
Overig,"[0,20)",Marokkaans,"[50,60)",730
Overig,"[0,20)",Marokkaans,"[60,70)",620
Overig,"[0,20)",Marokkaans,"[70,80)",380
Overig,"[0,20)",Overig,"[0,20)",650240
Overig,"[0,20)",Overig,"[20,30)",18490
Overig,"[0,20)",Overig,"[30,40)",36320
Overig,"[0,20)",Overig,"[40,50)",47440
Overig,"[0,20)",Overig,"[50,60)",85910
Overig,"[0,20)",Overig,"[60,70)",5230
Overig,"[0,20)",Overig,"[70,80)",2250
Overig,"[0,20)",Surinaams,"[0,20)",1620
Overig,"[0,20)",Surinaams,"[20,30)",1260
Overig,"[0,20)",Surinaams,"[30,40)",1500
Overig,"[0,20)",Surinaams,"[40,50)",1110
Overig,"[0,20)",Surinaams,"[50,60)",990
Overig,"[0,20)",Surinaams,"[60,70)",590
Overig,"[0,20)",Surinaams,"[70,80)",10
Overig,"[0,20)",Turks,"[0,20)",920
Overig,"[0,20)",Turks,"[20,30)",610
Overig,"[0,20)",Turks,"[30,40)",590
Overig,"[0,20)",Turks,"[40,50)",680
Overig,"[0,20)",Turks,"[50,60)",270
Overig,"[0,20)",Turks,"[60,70)",160
Overig,"[0,20)",Turks,"[70,80)",80
Overig,"[20,30)",Autochtoon,"[0,20)",4390
Overig,"[20,30)",Autochtoon,"[20,30)",4330
Overig,"[20,30)",Autochtoon,"[30,40)",2440
Overig,"[20,30)",Autochtoon,"[40,50)",1300
Overig,"[20,30)",Autochtoon,"[50,60)",4000
Overig,"[20,30)",Autochtoon,"[60,70)",4490
Overig,"[20,30)",Autochtoon,"[70,80)",350
Overig,"[20,30)",Marokkaans,"[0,20)",1000
Overig,"[20,30)",Marokkaans,"[20,30)",580
Overig,"[20,30)",Marokkaans,"[30,40)",320
Overig,"[20,30)",Marokkaans,"[40,50)",180
Overig,"[20,30)",Marokkaans,"[50,60)",230
Overig,"[20,30)",Marokkaans,"[60,70)",140
Overig,"[20,30)",Overig,"[0,20)",18490
Overig,"[20,30)",Overig,"[20,30)",15440
Overig,"[20,30)",Overig,"[30,40)",26550
Overig,"[20,30)",Overig,"[40,50)",11970
Overig,"[20,30)",Overig,"[50,60)",12810
Overig,"[20,30)",Overig,"[60,70)",5430
Overig,"[20,30)",Overig,"[70,80)",700
Overig,"[20,30)",Surinaams,"[0,20)",640
Overig,"[20,30)",Surinaams,"[20,30)",680
Overig,"[20,30)",Surinaams,"[30,40)",640
Overig,"[20,30)",Surinaams,"[40,50)",320
Overig,"[20,30)",Surinaams,"[50,60)",350
Overig,"[20,30)",Surinaams,"[60,70)",130
Overig,"[20,30)",Turks,"[0,20)",130
Overig,"[20,30)",Turks,"[20,30)",70
Overig,"[20,30)",Turks,"[40,50)",20
Overig,"[30,40)",Autochtoon,"[0,20)",9860
Overig,"[30,40)",Autochtoon,"[20,30)",2970
Overig,"[30,40)",Autochtoon,"[30,40)",6820
Overig,"[30,40)",Autochtoon,"[40,50)",3820
Overig,"[30,40)",Autochtoon,"[50,60)",1560
Overig,"[30,40)",Autochtoon,"[60,70)",2840
Overig,"[30,40)",Autochtoon,"[70,80)",360
Overig,"[30,40)",Marokkaans,"[0,20)",570
Overig,"[30,40)",Marokkaans,"[20,30)",180
Overig,"[30,40)",Marokkaans,"[30,40)",320
Overig,"[30,40)",Marokkaans,"[40,50)",70
Overig,"[30,40)",Marokkaans,"[60,70)",180
Overig,"[30,40)",Overig,"[0,20)",36310
Overig,"[30,40)",Overig,"[20,30)",26550
Overig,"[30,40)",Overig,"[30,40)",363820
Overig,"[30,40)",Overig,"[40,50)",14360
Overig,"[30,40)",Overig,"[50,60)",5560
Overig,"[30,40)",Overig,"[60,70)",7010
Overig,"[30,40)",Overig,"[70,80)",1710
Overig,"[30,40)",Surinaams,"[0,20)",770
Overig,"[30,40)",Surinaams,"[20,30)",320
Overig,"[30,40)",Surinaams,"[30,40)",720
Overig,"[30,40)",Surinaams,"[40,50)",180
Overig,"[30,40)",Surinaams,"[50,60)",170
Overig,"[30,40)",Surinaams,"[60,70)",50
Overig,"[30,40)",Turks,"[0,20)",90
Overig,"[30,40)",Turks,"[20,30)",10
Overig,"[30,40)",Turks,"[30,40)",80
Overig,"[40,50)",Autochtoon,"[0,20)",9600
Overig,"[40,50)",Autochtoon,"[20,30)",1620
Overig,"[40,50)",Autochtoon,"[30,40)",4360
Overig,"[40,50)",Autochtoon,"[40,50)",6360
Overig,"[40,50)",Autochtoon,"[50,60)",3870
Overig,"[40,50)",Autochtoon,"[60,70)",1210
Overig,"[40,50)",Autochtoon,"[70,80)",530
Overig,"[40,50)",Marokkaans,"[0,20)",440
Overig,"[40,50)",Marokkaans,"[30,40)",10
Overig,"[40,50)",Marokkaans,"[40,50)",90
Overig,"[40,50)",Overig,"[0,20)",47440
Overig,"[40,50)",Overig,"[20,30)",11970
Overig,"[40,50)",Overig,"[30,40)",14360
Overig,"[40,50)",Overig,"[40,50)",28640
Overig,"[40,50)",Overig,"[50,60)",17580
Overig,"[40,50)",Overig,"[60,70)",2730
Overig,"[40,50)",Overig,"[70,80)",1880
Overig,"[40,50)",Surinaams,"[0,20)",1490
Overig,"[40,50)",Surinaams,"[20,30)",150
Overig,"[40,50)",Surinaams,"[30,40)",110
Overig,"[40,50)",Surinaams,"[40,50)",310
Overig,"[40,50)",Surinaams,"[50,60)",100
Overig,"[40,50)",Turks,"[0,20)",40
Overig,"[50,60)",Autochtoon,"[0,20)",5740
Overig,"[50,60)",Autochtoon,"[20,30)",4270
Overig,"[50,60)",Autochtoon,"[30,40)",1260
Overig,"[50,60)",Autochtoon,"[40,50)",2130
Overig,"[50,60)",Autochtoon,"[50,60)",8310
Overig,"[50,60)",Autochtoon,"[60,70)",3360
Overig,"[50,60)",Autochtoon,"[70,80)",10
Overig,"[50,60)",Marokkaans,"[0,20)",410
Overig,"[50,60)",Marokkaans,"[20,30)",140
Overig,"[50,60)",Marokkaans,"[40,50)",30
Overig,"[50,60)",Marokkaans,"[50,60)",10
Overig,"[50,60)",Overig,"[0,20)",85910
Overig,"[50,60)",Overig,"[20,30)",12810
Overig,"[50,60)",Overig,"[30,40)",5560
Overig,"[50,60)",Overig,"[40,50)",17580
Overig,"[50,60)",Overig,"[50,60)",42580
Overig,"[50,60)",Overig,"[60,70)",4780
Overig,"[50,60)",Overig,"[70,80)",1070
Overig,"[50,60)",Surinaams,"[0,20)",310
Overig,"[50,60)",Surinaams,"[20,30)",220
Overig,"[50,60)",Surinaams,"[30,40)",20
Overig,"[50,60)",Surinaams,"[40,50)",320
Overig,"[50,60)",Surinaams,"[50,60)",410
Overig,"[50,60)",Surinaams,"[60,70)",10
Overig,"[50,60)",Turks,"[0,20)",10
Overig,"[60,70)",Autochtoon,"[0,20)",3450
Overig,"[60,70)",Autochtoon,"[20,30)",3210
Overig,"[60,70)",Autochtoon,"[30,40)",2310
Overig,"[60,70)",Autochtoon,"[40,50)",590
Overig,"[60,70)",Autochtoon,"[50,60)",1730
Overig,"[60,70)",Autochtoon,"[60,70)",11490
Overig,"[60,70)",Autochtoon,"[70,80)",1460
Overig,"[60,70)",Marokkaans,"[0,20)",170
Overig,"[60,70)",Marokkaans,"[20,30)",40
Overig,"[60,70)",Marokkaans,"[50,60)",10
Overig,"[60,70)",Overig,"[0,20)",5230
Overig,"[60,70)",Overig,"[20,30)",5430
Overig,"[60,70)",Overig,"[30,40)",7010
Overig,"[60,70)",Overig,"[40,50)",2730
Overig,"[60,70)",Overig,"[50,60)",4780
Overig,"[60,70)",Overig,"[60,70)",10950
Overig,"[60,70)",Overig,"[70,80)",3600
Overig,"[60,70)",Surinaams,"[0,20)",360
Overig,"[60,70)",Surinaams,"[20,30)",60
Overig,"[60,70)",Surinaams,"[30,40)",80
Overig,"[60,70)",Surinaams,"[50,60)",40
Overig,"[60,70)",Surinaams,"[60,70)",10
Overig,"[70,80)",Autochtoon,"[0,20)",2600
Overig,"[70,80)",Autochtoon,"[20,30)",310
Overig,"[70,80)",Autochtoon,"[30,40)",600
Overig,"[70,80)",Autochtoon,"[40,50)",550
Overig,"[70,80)",Autochtoon,"[60,70)",260
Overig,"[70,80)",Autochtoon,"[70,80)",9800
Overig,"[70,80)",Overig,"[0,20)",2250
Overig,"[70,80)",Overig,"[20,30)",700
