etngrp_src,lft_src,etngrp_dst,lft_dst,n
Overig,"[0,20)",Overig,"[30,40)",22230
Overig,"[0,20)",Overig,"[40,50)",7350
Overig,"[0,20)",Overig,"[50,60)",4710
Overig,"[0,20)",Overig,"[60,70)",1310
Overig,"[0,20)",Surinaams,"[0,20)",151510
Overig,"[0,20)",Surinaams,"[20,30)",20220
Overig,"[0,20)",Surinaams,"[30,40)",5390
Overig,"[0,20)",Surinaams,"[40,50)",3410
Overig,"[0,20)",Surinaams,"[50,60)",3780
Overig,"[0,20)",Surinaams,"[60,70)",630
Overig,"[0,20)",Turks,"[0,20)",104920
Overig,"[0,20)",Turks,"[20,30)",10490
Overig,"[0,20)",Turks,"[30,40)",2830
Overig,"[0,20)",Turks,"[40,50)",1040
Overig,"[0,20)",Turks,"[50,60)",160
Overig,"[20,30)",Autochtoon,"[0,20)",79450
Overig,"[20,30)",Autochtoon,"[20,30)",563310
Overig,"[20,30)",Autochtoon,"[30,40)",217900
Overig,"[20,30)",Autochtoon,"[40,50)",104230
Overig,"[20,30)",Autochtoon,"[50,60)",72330
Overig,"[20,30)",Autochtoon,"[60,70)",39040
Overig,"[20,30)",Autochtoon,"[70,80)",1040
Overig,"[20,30)",Marokkaans,"[0,20)",31310
Overig,"[20,30)",Marokkaans,"[20,30)",51350
Overig,"[20,30)",Marokkaans,"[30,40)",18490
Overig,"[20,30)",Marokkaans,"[40,50)",9890
Overig,"[20,30)",Marokkaans,"[50,60)",4000
Overig,"[20,30)",Marokkaans,"[60,70)",760
Overig,"[20,30)",Overig,"[0,20)",82810
Overig,"[20,30)",Overig,"[20,30)",421680
Overig,"[20,30)",Overig,"[30,40)",288500
Overig,"[20,30)",Overig,"[40,50)",73140
Overig,"[20,30)",Overig,"[50,60)",46830
Overig,"[20,30)",Overig,"[60,70)",13540
Overig,"[20,30)",Overig,"[70,80)",250
Overig,"[20,30)",Surinaams,"[0,20)",23040
Overig,"[20,30)",Surinaams,"[20,30)",69910
Overig,"[20,30)",Surinaams,"[30,40)",27330
Overig,"[20,30)",Surinaams,"[40,50)",16720
Overig,"[20,30)",Surinaams,"[50,60)",18420
Overig,"[20,30)",Surinaams,"[60,70)",7040
Overig,"[20,30)",Surinaams,"[70,80)",40
Overig,"[20,30)",Turks,"[0,20)",17180
Overig,"[20,30)",Turks,"[20,30)",33210
Overig,"[20,30)",Turks,"[30,40)",16500
Overig,"[20,30)",Turks,"[40,50)",6740
Overig,"[20,30)",Turks,"[50,60)",3250
Overig,"[20,30)",Turks,"[60,70)",80
Overig,"[30,40)",Autochtoon,"[0,20)",22450
Overig,"[30,40)",Autochtoon,"[20,30)",289850
Overig,"[30,40)",Autochtoon,"[30,40)",297360
Overig,"[30,40)",Autochtoon,"[40,50)",177500
Overig,"[30,40)",Autochtoon,"[50,60)",152210
Overig,"[30,40)",Autochtoon,"[60,70)",43170
Overig,"[30,40)",Autochtoon,"[70,80)",840
Overig,"[30,40)",Marokkaans,"[0,20)",25830
Overig,"[30,40)",Marokkaans,"[20,30)",35080
Overig,"[30,40)",Marokkaans,"[30,40)",24020
Overig,"[30,40)",Marokkaans,"[40,50)",16200
